Department,Entity,Payment Date,Expense Area,Expense Type,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,14/02/2014,JFC,Estate management,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,305919,Estate + facilities management services - accommodation inventory + service,353.23
Ministry of Defence,Ministry of Defence,13/02/2014,Land Forces,Spend on Inventory - General,TURNER VIRR & CO. LTD,LS25 2DY,305765,Spend on Inventory - General,352.91
Ministry of Defence,Ministry of Defence,17/02/2014,Land Forces,"Transportation of personnel, freight and travel expenses",SERCO LIMITED,RG27 9UY,306824,Military short term detached duty,352.20
Ministry of Defence,Ministry of Defence,03/02/2014,Air Command,Design services and minor equipment purchases,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,301456,Equipment support non-project costs,349.28
Ministry of Defence,Ministry of Defence,20/02/2014,Defence Equipment + Support,Food and clothing,SODEXO LTD,M50 0AL,308261,Cost of food services,348.84
Ministry of Defence,Ministry of Defence,12/02/2014,Defence Equipment + Support,IT and communication services,SPECIALIST COMPUTER CENTRES PLC,B11 2LE,305171,Computer equipment costing below the capitalisation threshold,348.00
Ministry of Defence,Ministry of Defence,13/02/2014,HO+CS,Oil and lubricants consumed excluding those from the inventory system,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018365,Oil and lubricants consumed excluding those from the inventory system,346.57
Ministry of Defence,Ministry of Defence,11/02/2014,JFC,"Transportation of personnel, freight and travel expenses",RLC TRANSPORT LTD,GL51 6TS,304603,Freight movement costs,345.00
Ministry of Defence,Ministry of Defence,03/02/2014,JFC,Military short term detached duty,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,301731,Military short term detached duty,343.00
Ministry of Defence,Ministry of Defence,13/02/2014,Land Forces,Purchase of inventory and services ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,305314,Other materal consumed on exercises,341.01
Ministry of Defence,Ministry of Defence,17/02/2014,Air Command,Administration,ROYAL MAIL GROUP LIMITED,S49 1HQ,306806,General administration,340.00
Ministry of Defence,Ministry of Defence,25/02/2014,Defence Equipment + Support,Food and clothing,ELIOR UK PLC,SK11 6ET,309651,Cost of food purchases,340.00
Ministry of Defence,Ministry of Defence,28/02/2014,HO+CS,Purchase of inventory and services ,BOC LIMITED,M28 2UT,311204,Consumption of engineering and technical inventory,337.25
Ministry of Defence,Ministry of Defence,06/02/2014,Navy Command,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,302638,Consumption of medical dental and veterinary inventory,335.81
Ministry of Defence,Ministry of Defence,14/02/2014,HO+CS,Entertainment + hospitality,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018377,Entertainment + hospitality,335.41
Ministry of Defence,Ministry of Defence,07/02/2014,Land Forces,"Transportation of personnel, freight and travel expenses",SODEXO LTD,M50 0AL,303648,Military short term detached duty,330.77
Ministry of Defence,Ministry of Defence,12/02/2014,Defence Equipment + Support,Estate management,SODEXO LTD,M50 0AL,305159,Estate + facilities management services - accommodation inventory + service,329.14
Ministry of Defence,Ministry of Defence,11/02/2014,HO+CS,Military short term detached duty,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018345,Military short term detached duty,326.65
Ministry of Defence,Ministry of Defence,27/02/2014,Land Forces,Spend on Inventory - General,REXEL UK LTD,NR3 2BE,310997,Spend on Inventory - General,325.68
Ministry of Defence,Ministry of Defence,19/02/2014,DEFENCE INFRASTRUCTURE,Payment of utilities,VIRIDIAN ENERGY SUPPLY LTD,BT9 5NF,41202,Utilities consumed - electricity,325.48
Ministry of Defence,Ministry of Defence,19/02/2014,Land Forces,Food and clothing,ARAMARK LTD,LS16 6QY,307442,Cost of food services,325.04
Ministry of Defence,Ministry of Defence,28/02/2014,Land Forces,Building maintenance and accommodation stores,TRIUMPH FURNITURE LIMITED,CF48 1YH,311675,Building maintenance accommodation inventory,324.96
Ministry of Defence,Ministry of Defence,26/02/2014,JFC,"Transportation of personnel, freight and travel expenses",SERCO LIMITED,RG27 9UY,310432,Movement of service personnel,324.89
Ministry of Defence,Ministry of Defence,11/02/2014,HO+CS,Medical-non hospital treatment,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018343,Medical-non hospital treatment,324.69
Ministry of Defence,Ministry of Defence,24/02/2014,HO+CS,Line + telephone rental including commercial charge for use of radio frequencies,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018935,Line + telephone rental including commercial charge for use of radio frequencies,322.92
Ministry of Defence,Ministry of Defence,13/02/2014,HO+CS,Military air travel costs for short term detached duty,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018364,Military air travel costs for short term detached duty,322.84
Ministry of Defence,Ministry of Defence,11/02/2014,HO+CS,IT Services -internal costs,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018345,IT Services -internal costs,320.08
Ministry of Defence,Ministry of Defence,14/02/2014,HO+CS,Oil and lubricants consumed excluding those from the inventory system,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018377,Oil and lubricants consumed excluding those from the inventory system,316.98
Ministry of Defence,Ministry of Defence,13/02/2014,HO+CS,Entertainment + hospitality,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018364,Entertainment + hospitality,316.47
Ministry of Defence,Ministry of Defence,07/02/2014,HO+CS,Utilities consumed - electricity,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018322,Utilities consumed - electricity,313.30
Ministry of Defence,Ministry of Defence,14/02/2014,HO+CS,Movement of service personnel,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018375,Movement of service personnel,311.38
Ministry of Defence,Ministry of Defence,26/02/2014,HO+CS,Entertainment + hospitality,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018956,Entertainment + hospitality,308.04
Ministry of Defence,Ministry of Defence,27/02/2014,JFC,Estate management,ISS MEDICLEAN LIMITED,GU21 5RW,310813,Estate + facilities management services - accommodation inventory + service,306.00
Ministry of Defence,Ministry of Defence,13/02/2014,DEFENCE INFRASTRUCTURE,Utilities consumed - electricity,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018365,Utilities consumed - electricity,305.32
Ministry of Defence,Ministry of Defence,28/02/2014,Land Forces,Spend on Inventory - General,TURNER VIRR & CO. LTD,LS25 2DY,311681,Spend on Inventory - General,301.34
Ministry of Defence,Ministry of Defence,27/02/2014,Air Command,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,310519,Consumption of medical dental and veterinary inventory,298.46
Ministry of Defence,Ministry of Defence,13/02/2014,HO+CS,Line + telephone rental including commercial charge for use of radio frequencies,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018365,Line + telephone rental including commercial charge for use of radio frequencies,297.35
Ministry of Defence,Ministry of Defence,21/02/2014,HO+CS,Entertainment + hospitality,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018929,Entertainment + hospitality,296.29
Ministry of Defence,Ministry of Defence,18/02/2014,Land Forces,Medical treatment & stores and welfare services,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,307117,Medical health services,292.13
Ministry of Defence,Ministry of Defence,24/02/2014,Land Forces,"Transportation of personnel, freight and travel expenses",SERCO LIMITED,RG27 9UY,309364,Military short term detached duty,290.47
Ministry of Defence,Ministry of Defence,21/02/2014,Defence Equipment + Support,IT and communication services,XMA LTD,NG11 7EP,308828,Computer equipment costing below the capitalisation threshold,289.27
Ministry of Defence,Ministry of Defence,17/02/2014,Air Command,Design services and minor equipment purchases,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,306404,Equipment support non-project costs,289.20
Ministry of Defence,Ministry of Defence,26/02/2014,Land Forces,Payment of utilities,BRITISH GAS TRADING LIMITED,OX4 2JY,310037,Utilities consumed - electricity,289.13
Ministry of Defence,Ministry of Defence,24/02/2014,Defence Equipment + Support,IT and communication services,EUROPEAN ELECTRONIQUE LIMITED,OX29 4TT,309063,Computer equipment costing below the capitalisation threshold,288.35
Ministry of Defence,Ministry of Defence,13/02/2014,DEFENCE INFRASTRUCTURE,Food and clothing,SODEXO LTD,M50 0AL,305708,Cost of clothing and textile services received,287.43
Ministry of Defence,Ministry of Defence,27/02/2014,Defence Equipment + Support,Purchase of inventory and services ,BOC LIMITED,M28 2UT,310605,Consumption of engineering and technical inventory,287.39
Ministry of Defence,Ministry of Defence,11/02/2014,HO+CS,Utilities consumed - gas,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018345,Utilities consumed - gas,287.25
Ministry of Defence,Ministry of Defence,03/02/2014,Navy Command,Purchase of inventory and services ,XMA LTD,NG11 7EP,301868,Cost of other material consumed,286.74
Ministry of Defence,Ministry of Defence,24/02/2014,HO+CS,Medical-non hospital treatment,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018935,Medical-non hospital treatment,281.53
Ministry of Defence,Ministry of Defence,07/02/2014,HO+CS,Medical-non hospital treatment,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018322,Medical-non hospital treatment,280.91
Ministry of Defence,Ministry of Defence,24/02/2014,JFC,"Transportation of personnel, freight and travel expenses",SERCO LIMITED,RG27 9UY,309364,Military short term detached duty,280.04
Ministry of Defence,Ministry of Defence,17/02/2014,HO+CS,Equipment support non-project costs,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018385,Equipment support non-project costs,279.93
Ministry of Defence,Ministry of Defence,11/02/2014,HO+CS,Entertainment + hospitality,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018345,Entertainment + hospitality,278.39
Ministry of Defence,Ministry of Defence,20/02/2014,Land Forces,Estate management,ARAMARK LTD,LS16 6QY,307905,Estate + facilities management services - accommodation inventory + service,277.56
Ministry of Defence,Ministry of Defence,12/02/2014,Land Forces,IT and communication services,ASPIRE DEFENCE LIMITED,SP9 7QD,304758,Computer equipment costing below the capitalisation threshold,276.38
Ministry of Defence,Ministry of Defence,17/02/2014,Land Forces,"Transportation of personnel, freight and travel expenses",RYDER PUBLIC LIMITED COMPANY,SK16 4UL,306811,Movement of service personnel,275.52
Ministry of Defence,Ministry of Defence,04/02/2014,HO+CS,Equipment support non-project costs,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018288,Equipment support non-project costs,274.17
Ministry of Defence,Ministry of Defence,03/02/2014,Land Forces,Payment of utilities,FLOGAS BRITAIN LIMITED,LE7 1PF,301501,Utilities consumed - liquid petroleum gas,273.49
Ministry of Defence,Ministry of Defence,17/02/2014,JFC,"Transportation of personnel, freight and travel expenses",THE CHANNEL TUNNEL GROUP LTD,CT19 4RD,306868,Military short term detached duty,273.00
Ministry of Defence,Ministry of Defence,06/02/2014,DEFENCE INFRASTRUCTURE,IT and communication services,TRUSTMARQUE SOLUTIONS LIMITED,YO32 9GZ,303157,Computer equipment costing below the capitalisation threshold,272.98
Ministry of Defence,Ministry of Defence,24/02/2014,HO+CS,Official entertainment and hospitality,SERCO LIMITED,RG27 9UY,309364,Entertainment + hospitality,272.83
Ministry of Defence,Ministry of Defence,27/02/2014,Land Forces,Purchase of inventory and services ,BOC LIMITED,M28 2UT,310605,Consumption of engineering and technical inventory,272.78
Ministry of Defence,Ministry of Defence,28/02/2014,Air Command,IT and communication services,INSIGHT DIRECT (U K) LTD,S9 2BU,311388,Computer equipment costing below the capitalisation threshold,271.18
Ministry of Defence,Ministry of Defence,10/02/2014,DEFENCE INFRASTRUCTURE,Civilian short term detached duty,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,304095,Civilian short term detached duty,265.00
Ministry of Defence,Ministry of Defence,20/02/2014,Air Command,IT and communication services,PROBRAND LIMITED,B1 3BP,308217,Computer equipment costing below the capitalisation threshold,264.97
Ministry of Defence,Ministry of Defence,19/02/2014,Navy Command,Purchase of inventory and services ,KELWAY (UK) LIMITED,EC4M 7RB,307622,Cost of other material consumed,264.89
Ministry of Defence,Ministry of Defence,21/02/2014,Air Command,Estate management,ELIOR UK PLC,SK11 6ET,308472,Estate + facilities management services - accommodation inventory + service,262.71
Ministry of Defence,Ministry of Defence,25/02/2014,Navy Command,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,309501,Consumption of medical dental and veterinary inventory,261.52
Ministry of Defence,Ministry of Defence,03/02/2014,JFC,Service and civilian recruitment,HAVAS PEOPLE LTD,EC1M 5NR,301534,Civilian recruitment excluding recruitment related external assistance,260.96
Ministry of Defence,Ministry of Defence,18/02/2014,HO+CS,Entertainment + hospitality,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018901,Entertainment + hospitality,260.34
Ministry of Defence,Ministry of Defence,14/02/2014,JFC,Purchase of inventory and services ,SERCO LIMITED,RG27 9UY,306245,Cost of other material consumed,258.77
Ministry of Defence,Ministry of Defence,07/02/2014,Air Command,General administration,ROYAL MAIL GROUP LIMITED,S49 1HQ,303619,General administration,256.04
Ministry of Defence,Ministry of Defence,24/02/2014,Air Command,Civilian short term detached duty,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,309326,Civilian short term detached duty,255.00
Ministry of Defence,Ministry of Defence,10/02/2014,Defence Equipment + Support,Design services and minor equipment purchases,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,303791,Equipment support project costs,253.68
Ministry of Defence,Ministry of Defence,28/02/2014,Defence Equipment + Support,Estate management,SODEXO LTD,M50 0AL,311618,Estate + facilities management services - accommodation inventory + service,253.50
Ministry of Defence,Ministry of Defence,26/02/2014,HO+CS,Line + telephone rental including commercial charge for use of radio frequencies,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018956,Line + telephone rental including commercial charge for use of radio frequencies,253.40
Ministry of Defence,Ministry of Defence,24/02/2014,Defence Equipment + Support,Military short term detached duty,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,309326,Military short term detached duty,252.00
Ministry of Defence,Ministry of Defence,05/02/2014,Defence Equipment + Support,Design services and minor equipment purchases,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,302277,Equipment support project costs,251.40
Ministry of Defence,Ministry of Defence,27/02/2014,Land Forces,"Adminstration, claims, compensation and awards",CANON (UK) LIMITED,RH2 8BF,310623,Cost of claims/compensation and related expenses against MOD,251.19
Ministry of Defence,Ministry of Defence,04/02/2014,Air Command,Estate management,XMA LTD,NG11 7EP,302160,Estate + facilities management services - accommodation inventory + service,251.11
Ministry of Defence,Ministry of Defence,25/02/2014,Navy Command,Purchase of inventory and services ,XMA LTD,NG11 7EP,309943,Cost of other material consumed,251.11
Ministry of Defence,Ministry of Defence,04/02/2014,HO+CS,Entertainment + hospitality,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018288,Entertainment + hospitality,245.37
