Departmental Family,Entity,Date,Expense Type,Expense Area ,Supplier,Expenditure Description,Supplier type,"Transaction
Number",Amount
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,PORTSMOUTH CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066656,"4,889,520.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,READING BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066657,"2,838,080.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,REDCAR & CLEVELAND BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066658,"4,028,760.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,ROCHDALE MBC,Dedicated Schools Grant,Public Sector,4000066659,"6,720,920.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,ROTHERHAM MBC,Dedicated Schools Grant,Public Sector,4000066660,"7,305,960.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,Dedicated Schools Grant,Public Sector,4000066661,"3,877,520.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,RUTLAND COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066662,"596,040.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SALFORD CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066663,"6,326,320.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SANDWELL MBC,Dedicated Schools Grant,Public Sector,4000066664,"8,920,680.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SEFTON COUNCIL,Dedicated Schools Grant,Public Sector,4000066665,"7,490,800.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SHEFFIELD CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066666,"13,629,520.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SHROPSHIRE COUNCIL,Dedicated Schools Grant,Public Sector,4000066667,"6,834,200.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SLOUGH BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066668,"4,173,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SOLIHULL MBC,Dedicated Schools Grant,Public Sector,4000066669,"4,671,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SOMERSET COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066670,"10,205,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SOUTH GLOUCEST,Dedicated Schools Grant,Public Sector,4000066671,"6,332,640.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SOUTH TYNESIDE,Dedicated Schools Grant,Public Sector,4000066672,"4,151,640.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SOUTHAMPTON CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066673,"5,313,480.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SOUTHEND ON SEA BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066674,"4,213,920.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,ST HELENS MBC,Dedicated Schools Grant,Public Sector,4000066675,"4,690,240.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,STAFFORDSHIRE COUNCIL,Dedicated Schools Grant,Public Sector,4000066676,"19,918,480.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,STOCKPORT MBC,Dedicated Schools Grant,Public Sector,4000066677,"7,305,600.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,STOCKTON ON TEES,Dedicated Schools Grant,Public Sector,4000066678,"5,222,240.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,STOKE ON TRENT CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066679,"6,229,240.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SUFFOLK COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066680,"15,402,040.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SUNDERLAND CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066681,"7,016,720.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SURREY COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066682,"25,318,400.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,SWINDON BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066683,"3,517,440.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,TAMESIDE MBC,Dedicated Schools Grant,Public Sector,4000066684,"5,769,560.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,TELFORD & WREKIN COUNCIL,Dedicated Schools Grant,Public Sector,4000066685,"4,415,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,THE LONDON BOROUGH OF HACKNEY,Dedicated Schools Grant,Public Sector,4000066686,"7,660,600.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,THE ROYAL BOROUGH OF KENSINGTON & CHELSEA COUNCIL,Dedicated Schools Grant,Public Sector,4000066687,"3,169,400.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,THE ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,Dedicated Schools Grant,Public Sector,4000066688,"3,752,920.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,THURROCK COUNCIL,Dedicated Schools Grant,Public Sector,4000066689,"3,874,200.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,TORBAY COUNCIL,Dedicated Schools Grant,Public Sector,4000066690,"2,804,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,TRAFFORD MB COUNCIL,Dedicated Schools Grant,Public Sector,4000066691,"5,501,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,WAKEFIELD MDC,Dedicated Schools Grant,Public Sector,4000066692,"7,934,520.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,WALSALL MBC,Dedicated Schools Grant,Public Sector,4000066693,"7,426,480.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,WARRINGTON BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066694,"5,677,040.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,WARWICKSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066695,"12,052,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,WEST BERKSHIRE COUNCIL,Dedicated Schools Grant,Public Sector,4000066696,"4,037,560.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,WEST SUSSEX COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066697,"18,282,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,WIGAN MBC,Dedicated Schools Grant,Public Sector,4000066698,"8,668,120.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,WILTSHIRE COUNCIL,Dedicated Schools Grant,Public Sector,4000066699,"9,472,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,WOKINGHAM BOROUGH COUNCIL,Dedicated Schools Grant,Public Sector,4000066700,"3,640,960.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,WOLVERHAMPTON CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066701,"7,028,840.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,WORCESTERSHIRE COUNTY COUNCIL,Dedicated Schools Grant,Public Sector,4000066702,"12,075,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants,Education Funding Group,YORK CITY COUNCIL,Dedicated Schools Grant,Public Sector,4000066703,"3,946,160.00"
Department for Education,DEPARTMENT FOR EDUCATION,09/11/2011,Current Grants,Free School Group,BRISTOL FREE SCHOOL TRUST,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065081,"39,626.49"
Department for Education,DEPARTMENT FOR EDUCATION,25/11/2011,Current Grants,Free School Group,SANDBACH SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000066378,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,15/11/2011,Current Grants,Free School Group,HARPURHEY STUDIO SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065380,"30,302.82"
Department for Education,DEPARTMENT FOR EDUCATION,15/11/2011,Current Grants,Post 16 Young People Learning Agency Resources Group,LONDON COUNCILS,Current grant to third sector organisation / not for profit organisation,Public Sector,1000458,"52,562.83"
Department for Education,DEPARTMENT FOR EDUCATION,23/11/2011,Current Grants,Post 16 Young People Learning Agency Resources Group,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,2000489,"66,513,762.00"
Department for Education,DEPARTMENT FOR EDUCATION,02/11/2011,Current Grants to Arms Length Bodies,Post 16 Young People Learning Agency Resources Group,YOUNG PEOPLES LEARNING AGENCY,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector,2000475,"1,005,115,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,29/11/2011,Current Grants,Academies Delivery Group,BARTHOLOMEW SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,705145,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,03/11/2011,Current Grants,Academies Delivery Group,BROCKHILL PARK PERFORMING ARTS COLLEGE,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000064816,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,03/11/2011,Current Grants,Academies Delivery Group,LITTLETOWN PRIMARY SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000064828,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,03/11/2011,Current Grants,Academies Delivery Group,OLD PRIORY JUNIOR SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000064834,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,03/11/2011,Current Grants,Academies Delivery Group,SYCAMORE PRIMARY & NURSERY SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000064841,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,03/11/2011,Current Grants,Academies Delivery Group,THE MATTHEW ARNOLD SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000064842,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,03/11/2011,Current Grants,Academies Delivery Group,WESTON COMMUNITY PRIMARY SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000064847,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,08/11/2011,Current Grants,Academies Delivery Group,BILTON SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065009,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,08/11/2011,Current Grants,Academies Delivery Group,BOURN CE PRIMARY ACADEMY,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065011,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,08/11/2011,Current Grants,Academies Delivery Group,CHESTNUT GROVE SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065017,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,08/11/2011,Current Grants,Academies Delivery Group,KENTON SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065026,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,08/11/2011,Current Grants,Academies Delivery Group,LINCOLNSHIRE COUNTY COUNCIL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065027,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,08/11/2011,Current Grants,Academies Delivery Group,STAMFORD QUEEN ELEANOR SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065034,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,08/11/2011,Current Grants,Academies Delivery Group,THE JOHN OF GAUNT SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065036,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,11/11/2011,Current Grants,Academies Delivery Group,ANGLO EUROPEAN SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065226,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,11/11/2011,Current Grants,Academies Delivery Group,HALL GREEN SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065239,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,11/11/2011,Current Grants,Academies Delivery Group,IMPINGTON VILLAGE COLLEGE,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065241,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,11/11/2011,Current Grants,Academies Delivery Group,STEWARDS ACADEMY TRUST,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065251,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,16/11/2011,Current Grants,Academies Delivery Group,CAMPION SCHOOL LEAMINGTON SPA,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065432,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,16/11/2011,Current Grants,Academies Delivery Group,CHETWYND ROAD PRIMARY SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065434,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,16/11/2011,Current Grants,Academies Delivery Group,CHURCHDOWN SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065435,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,16/11/2011,Current Grants,Academies Delivery Group,COOMBE BOYS SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065438,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,16/11/2011,Current Grants,Academies Delivery Group,ELIZABETHAN HIGH SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065442,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,16/11/2011,Current Grants,Academies Delivery Group,ETONBURY MIDDLE SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065443,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,16/11/2011,Current Grants,Academies Delivery Group,GATESHEAD COUNCIL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065444,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,16/11/2011,Current Grants,Academies Delivery Group,PLUME SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065459,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,16/11/2011,Current Grants,Academies Delivery Group,RODILLIAN SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065461,"25,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,16/11/2011,Current Grants,Academies Delivery Group,ROYAL BOROUGH OF KINGSTON UPON THAMES,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000065462,"25,000.00"
