Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,
Defra,EA,20/03/2014,Waste Management,E and B Regulated Industry,Cavendish Nuclear Ltd,1260267,"273,201.59",Removal and disposal of 24 redundant radioactive lightning preventers from buildings in England.,LE8 6LH,,,EBPRI11020,Project,,,
Defra,EA,10/03/2014,Fleet,SW Wessex - FCRM,Van Heck Group,1257764,"273,562.90",Hire of pumps and associated equipment for emergency pumping on the Somerset Levels and Moors,Netherlands,,,,Project,,,
Defra,EA,12/03/2014,Professional Services Other,SO KES - AEM South,Water Footprint Network,1260633,"28,000.00",Water Footprint analysis and assessment,Netherlands,,,,Project,,,
Defra,EA,26/03/2014,Facilities,National Accomodation Change Fund,CB Richard Ellis Ltd,1266691,"105,000.00","Repairs required during or at the end of lease Millbank Tower, London",G2 6AU,,,,Administration,,,
DEFRA,NE,03/03/2014,"Monitoring, Evaluation & Surveillance costs",Customers & Land Management,Broads Authority,6037,"30,000.00",Broads Biodiversity and Water Strategy Project,NR1 1RY,SME,ECM 6154,,,,,
DEFRA,NE,03/03/2014,Staff costs,"People, Landscape & Biodiversity",DEFRA,1000030467,"66,976.91",Secondment costs of a Principle Advisor - 13 May 2013-31 March 2014,YO1 7PX,,,,,,,
DEFRA,NE,05/03/2014,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",Apem Ltd,5875,"27,360.00",Survey of River Camel to identify sources of pollution,SK4 3GN,SME,ECM6215,,,,,
DEFRA,NE,05/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Dorset County Council,ERS-984705-47661,"48,925.68","Nature Improvement Area Fund, Wild Purbeck - 2013-14",DT1 1XJ,,,,,,,
DEFRA,NE,05/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Lancaster City Council,ERS-984700-47658,"44,938.85",Nature Improvement Area Fund - Morecambe Bay - 2013-14,LA1 1PJ,,,,,,,
DEFRA,NE,05/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Medway Council,ERS-984704-47662,"69,721.36",Nature Improvement Area Fund - The Greater Thames Marshes - 2013-14,ME4 4YH,,,,,,,
DEFRA,NE,05/03/2014,Grants & contributions,"People, Landscape & Biodiversity",National Children's Bureau,ERS-984692-47671,"80,742.94",Access to Nature Grant - Exploring Nature Play - Play England,EC1V 7QE,,,,,,,
DEFRA,NE,05/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Northamptonshire County Council,ERS-984703-47659,"64,553.62",Nature Improvement Area Fund - Nene Valley - 2013-14,NN1 1DN,,,,,,,
DEFRA,NE,05/03/2014,Grants & contributions,"People, Landscape & Biodiversity",R S P B,ERS-984709-47660,"30,020.65",Nature Improvement Area Fund - Dearne Valley Green Heart - 2013-14,S73 0YF,,,,,,,
DEFRA,NE,05/03/2014,"Monitoring, Evaluation & Surveillance costs","People, Landscape & Biodiversity",The James Hutton Institute,SIINV00001502,"36,000.00",Impact of Ash dieback on UK Woodlands and trees of conservation importance: Phase two study - 14 November 2013-28 March 2014,DD2 5DA,,ecm_556,,,,,
DEFRA,NE,05/03/2014,Grants & contributions,Customers & Land Management,"The Wildlife Trust for Bedfordshire, Cambridgeshire & Northamptonshire Ltd",SIN009393,"200,000.00",Grant contribution towards the Great Fen project,CB23 6DH,SME,ecm_6256,,,,,
DEFRA,NE,05/03/2014,Telephony costs,Corporate Services,Vodafone Ltd,70910385,"84,947.70",Mobile phone charges – usage (01 December 2013-28 February 2014) and service charge (01 March-31 May 2014),RG14 5FF,,,,,,,
DEFRA,NE,05/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Yorkshire Wildlife Trust,ERS-984706-47667,"94,155.62",Nature Improvement Area Fund - Humberhead Levels - 2013-14,YO24 1GN,SME,,,,,,
DEFRA,NE,07/03/2014,Reprographic Services,Corporate Services,Computacenter (UK) Ltd,3880048469,"63,571.20",Document scanning services - January 2014.,AL10 9TW,,,,,,,
DEFRA,NE,07/03/2014,"Rent, management & utility charges",Corporate Services,D T Z,48604,"222,497.20",Dilapidations/Surrender Premium for Colchester office,B4 6HT,,,,,,,
DEFRA,NE,07/03/2014,RBS purchases,Corporate Services,Royal Bank Of Scotland,NEFEB2014BILL,"687,445.27",Government Procurement Card expenditure - March 2014,EC2M 4BA,,,,,,,
DEFRA,NE,11/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Butterfly Conservation,SIN008263,"25,000.00",Monitoring and enablement of habitat management for some of our most threatened moths - 01 April 2013-31 March 2014,BH20 5QP,SME,25623,,,,,
DEFRA,NE,11/03/2014,Grants & contributions,"Science, Evidence & Advice",DEFRA,1000030848,"30,091.50",Contribution to a joint research project on the 'Effectiveness of Natura 2000 Compensation Schemes',YO1 7PX,,25637,,,,,
DEFRA,NE,11/03/2014,Grants & contributions,"Science, Evidence & Advice",Eden Rivers Trust,1410,"30,000.00",River Eden and Tributaries: River Caldew Hydro morphology Management Project - Memorandum of Agreement,CA11 0AH,SME,ECM842,,,,,
DEFRA,NE,11/03/2014,Service charges,Corporate Services,Shared Services Connected Ltd,100000156,"231,214.38",Shared Services charges – March 2014,HP2 7AH,,ecm_6089,,,,,
DEFRA,NE,11/03/2014,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",The Marine Biological Association,587,"26,250.00","Intertidal rocky shore long term monitoring, specifically for climate change indicator information",PL1 2PB,SME,25587,,,,,
DEFRA,NE,11/03/2014,Premises costs,Corporate Services,Tnt Uk Limited,106631,"36,736.19",Storage and retrieval of files plus other records management services,BL0 9AR,SME,,,,,,
DEFRA,NE,13/03/2014,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",Apem Ltd,5904,"39,988.56",Develop a methodology to assess sensitivities of marine animals to environmental pressures,SK4 3GN,SME,ECM6162,,,,,
DEFRA,NE,13/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Devon Wildlife Trust,ERS-984742-47695,"65,661.00","Nature Improvement Area Fund, the Northern Devon Nature Improvement Area - 2013-14",EX2 4AB,SME,,,,,,
DEFRA,NE,13/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Shropshire Wildlife Trust Ltd,ERS-984766-47699,"53,170.56",Nature Improvement Area Fund - Meres and Mosses of the Marches - 2013-14,SY2 6AH,SME,,,,,,
DEFRA,NE,13/03/2014,Grants & contributions,"People, Landscape & Biodiversity",South Downs National Park Authority,ERS-984759-47708,"57,833.80",Nature Improvement Area Fund - South Downs Way Ahead - 2013-14,PO20 3RD,,,,,,,
DEFRA,NE,17/03/2014,"IT services, equipment & consumables",Corporate Services,Atos IT Services UK Ltd,5584153114,"888,540.00","Charge for hosting, support and development of the Genesis IT System - February 2014",WV10 6UH,,24525,,,,,
DEFRA,NE,17/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Butterfly Conservation,SIN008307,"35,000.00",Monitoring and enablement of habitat management for some of our most threatened butterflies - 01 April 2013-31 March 2014,BH20 5QP,SME,25686,,,,,
DEFRA,NE,17/03/2014,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",C E F A S,8003610,"163,026.00",Marine Conservation Zone survey crew costs - 03-28 January 2014,NR33 0HT,SME,ECM24035,,,,,
DEFRA,NE,17/03/2014,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",C E F A S,8003612,"84,000.00",Twenty additional days to survey recommended Marine Conservation Zones,NR33 0HT,SME,24035,,,,,
DEFRA,NE,17/03/2014,Grants & contributions,"People, Landscape & Biodiversity",R S P B,SLINV00025597,"68,748.00",Species recovery projects on birds,SG19 2DL,,,,,,,
DEFRA,NE,17/03/2014,Land Management payments,Customers & Land Management,Severn Rivers Trust,2866,"28,992.00",River Teme restoration plan - Implementation phase - 25 September 2013-31 March 2014,OX7 5TL,SME,255655,,,,,
DEFRA,NE,19/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Framework Housing Association,ERS-984826-47750,"37,204.93",Access to Nature Grant - Gateway to Nature - 2012-13,NG7 6NX,,,,,,,
DEFRA,NE,19/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Framework Housing Association,ERS-984824-47749,"34,383.52",Access to Nature Grant - Gateway to Nature - 2013-14,NG7 6NX,,,,,,,
DEFRA,NE,19/03/2014,Grants & contributions,"People, Landscape & Biodiversity",R S P B,ERS-984780-47741,"111,800.96",Nature Improvement Area Fund - The Dark Peak - 2013-14,SG19 2DL,,,,,,,
DEFRA,NE,19/03/2014,Grants & contributions,"People, Landscape & Biodiversity",R S P B,ERS-984836-47742,"25,094.39",Access to Nature Grant - Dove Stone - Nature at the Heart of Urban Communities - 2013-14,SG19 2DL,,,,,,,
DEFRA,NE,19/03/2014,Grants & contributions,Customers & Land Management,The Voluntary Initiative Community Interest Co,34,"38,222.19",Delivery of The Voluntary Initiative Catchment Sensitive Farming national partnership on pesticides - 2013-14,PE28 0BB,SME,23813,,,,,
DEFRA,NE,19/03/2014,Grants & contributions,Customers & Land Management,Yorkshire Wildlife Trust,SIN000392,"92,620.00",Emergency repairs for flood damage at Spurn Point,YO24 1GN,SME,ECM6322,,,,,
DEFRA,NE,21/03/2014,Grants & contributions,"Science, Evidence & Advice",Broads Authority,6047,"25,000.00",Broads review project,NR1 1RY,SME,25675,,,,,
DEFRA,NE,21/03/2014,Science & Evidence Studies,"People, Landscape & Biodiversity",Game & Wildlife Conservation Trust,1.20314E+12,"37,416.00",Investigation of the impact of changing pesticide use on invertebrate populations in arable systems,SP6 1EF,SME,ECM6295,,,,,
DEFRA,NE,21/03/2014,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",University Of Plymouth,6052789,"30,000.00",Lyme Bay reef recovery monitoring work,PL4 8AA,,ECM 6074,,,,,
DEFRA,NE,25/03/2014,Land Management payments,"Science, Evidence & Advice",Amphibian and Reptile Conservation,1.70314E+12,"34,088.00",Great Crested Newt study to assess and improve habitat,BH1 4AP,SME,,,,,,
DEFRA,NE,25/03/2014,Asset purchases,Corporate Services,Atos IT Services UK Ltd,5584153514,"223,783.20",Application development costs for the Genesis IT System - Casework Management Hosting and Support: Gateway Connectivity in place,WV10 6UH,,24763,,,,,
DEFRA,NE,25/03/2014,Asset purchases,Corporate Services,Atos IT Services UK Ltd,5584153188,"105,044.18",Catchment Sensitive Farming - Reporter - February 2014,WV10 6UH,,,,,,,
DEFRA,NE,25/03/2014,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",C E F A S,8003648,"359,778.00",Marine Conservation Zone survey for Berwickshire Special Area of Conservation (SAC) and Coquet to St Mary's,NR33 0HT,SME,24035,,,,,
DEFRA,NE,25/03/2014,"IT services, equipment & consumables",Corporate Services,DEFRA,1000031291,"3,737,493.60",Charge for IT service provision - November-December 2013,YO1 7PX,,,,,,,
DEFRA,NE,25/03/2014,Grants & contributions,"Science, Evidence & Advice",Environment Agency,1161421,"30,000.00",Collaborative Agreement for restoration strategy at Rivers Test and Itchen,BS1 5AH,,ECM 602,,,,,
DEFRA,NE,25/03/2014,Asset purchases,Corporate Services,ExeGesIS SDM Ltd,13274,"43,923.72",Designated Sites Management Tool,LD3 0AH,SME,ecm_6087,,,,,
DEFRA,NE,25/03/2014,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",Field Studies Council,FSCHO0914,"41,832.00",Defra fund for biological recording in the Voluntary sector: Delivery of a training programme and submission of the final report,SY4 1HW,SME,,,,,,
DEFRA,NE,25/03/2014,Grants & contributions,Customers & Land Management,Hydro-Logic Services LLP,19664,"29,564.88",Pevensey Levels water telemetry project,RG7 3TF,SME,,,,,,
DEFRA,NE,25/03/2014,Telephony costs,Corporate Services,Level 3 Communications UK Limited,80355344,"36,630.55",Audio conferencing - September 2013-March 2014.,RG24 8NA,,ecm_398,,,,,
DEFRA,NE,25/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Plantlife,559,"57,500.00",A programme of targeted conservation activities for section 41 vascular plant species across England - 01 April-30 September 2013,SP1 1DX,SME,24037,,,,,
DEFRA,NE,25/03/2014,Science & Evidence Studies,"People, Landscape & Biodiversity",University Of York,71974,"30,000.00",Ecosystem Service Transfer Tool,YO10 5NH,,24593,,,,,
DEFRA,NE,27/03/2014,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",Apem Ltd,5924,"41,130.01",Study to determine sediment identification in River Mease Site of Special Scientific Interest (SSSI) catchment,SK4 3GN,SME,25413,,,,,
DEFRA,NE,27/03/2014,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",Atkins Ltd,13053374,"30,114.41",Develop best practice plan to tackle diffuse water pollution for exemplar Sites of Special Scientific Interest (SSSI),KT18 5BW,,,,,,,
DEFRA,NE,27/03/2014,Asset purchases,Corporate Services,Atos IT Services UK Ltd,5584149154,"40,609.80",Application development costs for the Genesis IT System - Casework Management Reports,WV10 6UH,,24763,,,,,
DEFRA,NE,27/03/2014,Grants & contributions,Customers & Land Management,Cumbria Wildlife Trust,SIN000694,"100,000.00",Ireland Moss restoration grant - Rhododendron clearance,LA8 8LX,SME,ECM_6297,,,,,
DEFRA,NE,27/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Dorset Wildlife Trust,6681,"30,000.00",Urban Wildlink - Canford Estate Land Purchase Grant,DT2 7AA,SME,25684,,,,,
DEFRA,NE,27/03/2014,Science & Evidence Studies,"Science, Evidence & Advice",H R Wallingford Ltd,HR050113,"25,036.82",Water Framework Directive funded River Connectivity Project - Phase 2,OX10 8BA,,24748,,,,,
DEFRA,NE,27/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Hampshire & Isle Of Wight Wildlife Trust Ltd,1.40314E+12,"26,325.00",Large Scale Partnership Grant - Winning Ways for Wildlife - 2013-14,,SME,24999,,,,,
DEFRA,NE,27/03/2014,"IT services, equipment & consumables",Corporate Services,IBM United Kingdom Ltd,5803140448,"36,854.17",Application development costs - Total Record and Information Management (TRIM) upgrade: Project implementation,PO6 3AE,SME,,,,,,
DEFRA,NE,27/03/2014,"IT services, equipment & consumables",Corporate Services,IBM United Kingdom Ltd,5803140693,"27,959.12",Application development costs - Online Information Branch (OLIB) upgrade to Version 9: Project implementation,PO6 3AE,SME,,,,,,
DEFRA,NE,27/03/2014,Grants & contributions,Customers & Land Management,Lincolnshire Wildlife Trust,M1461,"35,338.00",Emergency repairs for flood damage to National Nature Reserves in Lincolnshire,LN9 5HF,SME,ECM_6319,,,,,
DEFRA,NE,27/03/2014,"IT services, equipment & consumables",Corporate Services,Oracle Corporation UK Ltd,1434700,"190,871.19",Oracle Programme update license and support fees as specified in Agreement - 06 April 2014-05 April 2015,RG6 1RA,,24561,,,,,
DEFRA,NE,27/03/2014,Grants & contributions,"People, Landscape & Biodiversity",R S P B,SLINV00025695,"45,000.00",Nature After Minerals Project,SG19 2DL,,23902,,,,,
DEFRA,NE,27/03/2014,Travel & subsistence costs,Corporate Services,Redfern Travel Ltd,76476,"272,941.96",Travel costs incurred as per the Government Procurement Service contract - March 2014,BD1 3AZ,SME,,,,,,
DEFRA,NE,27/03/2014,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",T N S Uk Ltd,260133258,"97,356.00",Monitor of Engagement with the Natural Environment (MENE) 2 survey - January-March 2014,W5 1UA,,240971,,,,,
DEFRA,NE,27/03/2014,Grants & contributions,"Science, Evidence & Advice",The National Trust,AR318489,"99,169.07",Water Framework Directive collaborative agreement - Malham Tarn Lake peat cliff restoration project - Part 1,BA14 0ZT,,25473,,,,,
DEFRA,NE,31/03/2014,"Monitoring, Evaluation & Surveillance costs","People, Landscape & Biodiversity",Amphibian and Reptile Conservation,1.70315E+12,"51,000.00",Amphibian and reptile study on 50 sites to monitor condition,BH1 4AP,SME,ECM 6188,,,,,
DEFRA,NE,31/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Butterfly Conservation,SIN008308,"60,000.00",Farmland Butterfly Initiative - continued development and implementation of a targeted Environmental Stewardship delivery mechanism,BH20 5QP,SME,ECM6144,,,,,
DEFRA,NE,31/03/2014,"Monitoring, Evaluation & Surveillance costs","Science, Evidence & Advice",C E F A S,8003734,"149,845.20",Marine Conservation Zone survey for Berwickshire Special Area of Conservation (SAC) and Coquet to St Mary's,NR33 0HT,SME,24035,,,,,
DEFRA,NE,31/03/2014,Grants & contributions,"People, Landscape & Biodiversity",Dorset County Council,2800020639,"36,000.00",Jurassic Coast Grant - 2013-14,DT1 1XJ,,25614,,,,,
DEFRA,NE,31/03/2014,Grants & contributions,"Science, Evidence & Advice",Durham County Council,300781556,"75,000.00",Contribution to blanket bog survey and restoration activities within the North Pennines Area of Outstanding Natural Beauty (AONB),DH1 5UQ,SME,ecm_6189,,,,,
