Department of Health,Department of Health,18/07/2012,Grants to non profit institutions (CUR),SOCIAL CARE,TRINITY HOSPICE AND PALLIATIVE CARE SERVICES,PUBLIC,FY2 0BG,ERS-466404-62581,190302,,2012-13 Trinity hospice and Palliative care ; Project: Children hospice and hospice at home grant - policy grant - Pat Parris,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,WOKINGHAM COUNCIL,PUBLIC,RG40 1WJ,ERS-466325-62496,208718,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,PUBLIC,SL6 1RF,ERS-466323-62495,242860,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,WEST BERKSHIRE COUNCIL,PUBLIC,RG14 5LD,ERS-466322-62491,256995,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,HARTLEPOOL BOROUGH COUNCIL,PUBLIC,TS24 7BT,ERS-466284-62443,257210,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,DARLINGTON BOROUGH COUNCIL,PUBLIC,DL1 5QT,ERS-466279-62433,266115,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,SLOUGH BOROUGH COUNCIL,PUBLIC,SL1 3UF,ERS-466309-62475,266466,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,KINGSTON UPON THAMES COUNCIL ROYAL BOROUGH OF,PUBLIC,KT1 1EU,ERS-466382-62567,296341,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,READING BOROUGH COUNCIL,PUBLIC,RG1 7TD,ERS-466305-62469,298427,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,BEDFORD BOROUGH COUNCIL,PUBLIC,MK40 1SH,ERS-466266-62422,330112,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,POOLE BOROUGH OF,PUBLIC,BH15 2RU,ERS-466302-62467,331619,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,HALTON BOROUGH COUNCIL,PUBLIC,WA8 6NB,ERS-466282-62441,334858,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,RICHMOND UPON THAMES BOROUGH COUNCIL,PUBLIC,TW1 3BZ,ERS-466391-62566,343970,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,THURROCK BOROUGH COUNCIL,PUBLIC,RM17 0LT,ERS-466318-62487,356051,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,REDCAR AND CLEVELAND BOROUGH COUNCIL,PUBLIC,TS6 9AR,ERS-466306-62470,382505,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,BATH AND NORTH EAST SOMERSET COUNCIL,PUBLIC,BA1 5AW,ERS-466264-62421,385910,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/13,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,SUTTON LONDON BOROUGH COUNCIL,PUBLIC,SM1 1EA,ERS-466393-62569,386548,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,YORK COUNCIL CITY OF,PUBLIC,YO1 8ZD,ERS-466326-62498,391373,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,BLACKBURN WITH DARWEN BOROUGH COUNCIL,PUBLIC,BB1 7DY,ERS-466267-62424,395255,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,SWINDON BOROUGH COUNCIL,PUBLIC,SN1 2JH,ERS-466316-62485,397384,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,NORTH LINCOLNSHIRE COUNCIL,PUBLIC,DN16 1AB,ERS-466296-62459,398865,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,LUTON BOROUGH COUNCIL,PUBLIC,LU1 2BQ,ERS-466291-62451,399168,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,MERTON BOROUGH COUNCIL,PUBLIC,SM4 5DX,ERS-466386-62563,399246,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,MIDDLESBROUGH COUNCIL,PUBLIC,TS1 2YL,ERS-466293-62453,404958,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,PETERBOROUGH CITY COUNCIL,PUBLIC,PE1 1HQ,ERS-466299-62465,405714,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,NORTH EAST LINCOLNSHIRE COUNCIL,PUBLIC,DN35 8LN,ERS-466295-62455,410096,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,TELFORD AND WREKIN BOROUGH OF,PUBLIC,TF3 4LF,ERS-466317-62486,413845,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,ISLE OF WIGHT COUNCIL,PUBLIC,ISLE OF WIGHT,ERS-466287-62493,417117,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,SOUTHEND-ON-SEA BOROUGH COUNCIL,PUBLIC,SS2 6ER,ERS-466311-62479,432477,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,BURY METROPOLITAN BOROUGH COUNCIL,PUBLIC,BL9 0SP,ERS-466224-62505,432880,,LASSL(DH)(2012) Capital Investment in Community Capacity Grant 2012/13,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,WARRINGTON BOROUGH COUNCIL,PUBLIC,WA1 1BN,ERS-466321-62489,439078,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,CENTRAL BEDFORDSHIRE UNITARY AUTHORITY,PUBLIC,SG17 5TQ,ERS-466276-62501,444245,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,STOCKTON-ON-TEES BOROUGH COUNCIL,PUBLIC,TS23 2YD,ERS-466313-62481,445276,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,SOLIHULL METROPOLITAN BOROUGH COUNCIL,PUBLIC,B91 9GN,ERS-466324-62525,449157,,LASSL(DH)(2012) Capital Investment in Community Capacity Grant 2012/13,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,BOURNEMOUTH COUNCIL,PUBLIC,BH2 6DY,ERS-466270-62425,450651,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,TORBAY COUNCIL,PUBLIC,TQ1 3DR,ERS-466320-62488,452651,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,HEREFORDSHIRE COUNCIL,PUBLIC,HR1 2XW,ERS-466285-62444,462794,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,PUBLIC,RM10 7BY,ERS-466209-62401,468083,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,BEXLEY LONDON BOROUGH COUNCIL,PUBLIC,DA8 1TL,ERS-466356-62544,469419,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,PORTSMOUTH CITY COUNCIL,PUBLIC,PO1 2AL,ERS-466303-62468,471435,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,BLACKPOOL BOROUGH COUNCIL,PUBLIC,FY1 1NF,ERS-466269-62423,471869,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,MILTON KEYNES COUNCIL,PUBLIC,MK9 3HS,ERS-466294-62454,474225,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,PUBLIC,W6 9JT,ERS-466369-62553,481848,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,SOUTH TYNESIDE COUNCIL,PUBLIC,NE33 2RL,ERS-466327-62526,486360,,LASSL(DH)(2012) Capital Investment in Community Capacity Grant 2012/13,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,SOUTH GLOUCESTERSHIRE COUNCIL,PUBLIC,BS15 9TR,ERS-466312-62478,493381,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,CALDERDALE METROPOLITAN BOROUGH COUNCIL,PUBLIC,HX1 1TP,ERS-466226-62506,494338,,LASSL(DH)(2012) Capital Investment in Community Capacity Grant 2012/13,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,HOUNSLOW LONDON BOROUGH COUNCIL,PUBLIC,TW3 4DN,ERS-466377-62558,498413,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,NORTH SOMERSET COUNCIL,PUBLIC,BS23 1LL,ERS-466297-62460,499717,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,MEDWAY COUNCIL,PUBLIC,ME2 4AU,ERS-466292-62452,503903,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,TRAFFORD METROPOLITAN BOROUGH COUNCIL,PUBLIC,M32 0YY,ERS-466337-62530,504255,,LASSL(DH)(2012) Capital Investment in Community Capacity Grant 2012/13,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,HARROW LONDON BOROUGH COUNCIL,PUBLIC,HA1 2UL,ERS-466372-62555,506554,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,ST HELENS METROPOLITAN BOROUGH COUNCIL,PUBLIC,WA10 1HP,ERS-466328-62510,515879,,LASSL(DH)(2012) Capital Investment in Community Capacity Grant 2012/13,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,HAVERING LONDON BOROUGH COUNCIL,PUBLIC,RM1 3BB,ERS-466374-62556,519613,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,PUBLIC,L36 9YZ,ERS-466260-62512,529503,,LASSL(DH)(2012) Capital Investment in Community Capacity Grant 2012/13,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,HILLINGDON LONDON BOROUGH COUNCIL,PUBLIC,UB8 1UW,ERS-466375-62557,531179,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,PUBLIC,W8 7NX,ERS-466380-62560,534652,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,WALTHAM FOREST LONDON BOROUGH COUNCIL,PUBLIC,E17 4JA,ERS-466397-62571,535805,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,PUBLIC,NE28 6UZ,ERS-466273-62517,546209,,LASSL(DH)(2012) Capital Investment in Community Capacity Grant 2012/13,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,REDBRIDGE LONDON BOROUGH COUNCIL,PUBLIC,IG1 1TR,ERS-466389-62565,569505,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,HARINGEY LONDON BOROUGH COUNCIL,PUBLIC,N22 7TR,ERS-466370-62554,576139,,LASSL (DH) (2012) 1 Capital Investment in Communtiy Capacity Grant 2012/2013,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,ROCHDALE BOROUGH COUNCIL,PUBLIC,OL16 9AJ,ERS-466286-62519,582043,,LASSL(DH)(2012) Capital Investment in Community Capacity Grant 2012/13,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,OLDHAM METROPOLITAN BOROUGH COUNCIL,PUBLIC,OL1 1UH,ERS-466283-62518,591413,,LASSL(DH)(2012) Capital Investment in Community Capacity Grant 2012/13,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,GATESHEAD COUNCIL,PUBLIC,NE8 1HH,ERS-466254-62536,594413,,LASSL(DH)(2012) Capital Investment in Community Capacity Grant 2012/13,Programme
Department of Health,Department of Health,18/07/2012,Grants to local authorities (CAP),SOCIAL CARE,SOUTHAMPTON CITY COUNCIL,PUBLIC,SO15 1GX,ERS-466310-62477,605368,,LASSL(DH)(2012)1 Capital Investment in Community Capacity Grant 2012/2013,Programme
