ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,DISTRIBUTION_AMOUNT,DESCRIPTION,SUPPLIER_POSTCODE,PROJECT_CODE,PROG / ADMIN?,Contract Number,SUPPLIER_TYPE,INV_NUM
HMCTS,11-Oct-11,BZ999-London Region,222002-Other Property Costs,RESOURCE FURNITURE SERVICES LTD (RFS WORKPLACE SOLUTIONS),491198,"$33,824.84 ","Costs of moving staff and judicary, as well as court items to new City Of Westminster site",SE18 7TJ,F078,Programme,,,75573
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CROYDON COUNCIL,1787527,"$40,285.90 ",Rates Invoice,RATES,0,Programme,,,42843061/2011-12
HMCTS,18-Oct-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHEND-ON-SEA BOROUGH COUNCIL,1782128,"$39,780.42 ",,SS2 6AN,0,Programme,,,463733
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NORLAND MANAGED SERVICES LTD,1788219,"$6,594.25 ","Maintenance, non-structural repair and cleaning of buildings",CIS-BS4 4EE,0,Balance Sheet,,,S00217093
HMCTS,21-Oct-11,DZ999-South West Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1788219,"$32,971.26 ","Mechanical & electrical maintenance 2011, HMCS SW Region Area 3",CIS-BS4 4EE,0,Programme,,,S00217093
HMCTS,21-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1787671,"$39,186.50 ",Rates Invoice,RATES,0,Programme,,,8990915/2011-12
HMCTS,27-Oct-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,503111,,,BD19 4XT,0,Programme,,,314083
HMCTS,25-Oct-11,GZ999-North West Region,532000-Tangible GBV - Additions,PLANSCAPE GROUP LIMITED,1791190,"$32,205.00 ",Salford Business Centre - Refurbishment and fit out of ground and first floor,CIS-M4 1DW,B714,Programme,,,J5070/4149/DP
HMCTS,25-Oct-11,GZ999-North West Region,532000-Tangible GBV - Additions,PLANSCAPE GROUP LIMITED,1791190,"$6,441.00 ",,CIS-M4 1DW,B714,Programme,,,J5070/4149/DP
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,KIER FACILITIES SERVICES LTD,1764848,"$6,418.43 ","Maintenance, non-structural repair and cleaning of buildings",RG21 4HG,0,Balance Sheet,,,11031066
HMCTS,4-Oct-11,DZ999-South West Region,222001-Maintenance,KIER FACILITIES SERVICES LTD,1764848,"$32,092.15 ","Mechanical & electrical maintenance 2011, HMCS SW Region Area 1",RG21 4HG,0,Programme,,,11031066
HMCTS,11-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,POINTER LTD,1773238,"$32,000.00 ",Coventry MC - Replacement custody suite fire alarm system,DY4 9AH,0,Programme,,,INV177672
HMCTS,11-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,POINTER LTD,1773238,"$6,400.00 ",VAT,DY4 9AH,0,Programme,,,INV177672
HMCTS,21-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BOURNEMOUTH BOROUGH COUNCIL,1787481,"$38,320.50 ",Rates Invoice,RATES,0,Programme,,,1800470716/2011-12
HMCTS,11-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE SECURITY LTD,1773036,"$6,386.68 ",Security Services,MK6 2WX,0,Balance Sheet,,,49/440330
HMCTS,11-Oct-11,AQ999-HQ - Finance & Governance,222002-Other Property Costs,MITIE SECURITY LTD,1773036,"$31,933.39 ",Additional Guarding for various tribunals sites until March 2012,MK6 2WX,0,Admin,,,49/440330
HMCTS,25-Oct-11,GZ999-North West Region,532000-Tangible GBV - Additions,DTZ DEBENHAM TIE LEUNG,1790696,"$31,500.00 ",Liverpool QEII Crown Court - WYG fees for BMS and switchpanel replacement,EH3 9QG,I027,Programme,,,175312
HMCTS,25-Oct-11,GZ999-North West Region,532000-Tangible GBV - Additions,DTZ DEBENHAM TIE LEUNG,1790696,"$6,300.00 ",,EH3 9QG,I027,Programme,,,175312
HMCTS,11-Oct-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,LOGICA UK LTD,1772969,"$17,190.00 ",Weekend Court Closure (Additional Court),CAT-CF31 9AP,B716,Programme,,,358483
HMCTS,11-Oct-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,LOGICA UK LTD,1772969,"$14,295.00 ",Weekend Court Closure,CAT-CF31 9AP,B716,Programme,,,358483
HMCTS,11-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,LOGICA UK LTD,1772969,"$6,297.00 ",Computer services supplied to the specification of the recipient,CAT-CF31 9AP,0,Balance Sheet,,,358483
HMCTS,11-Oct-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,LOGICA UK LTD,1772969,"$17,190.00 ",Weekend Court Closure (Additional Court),CAT-CF31 9AP,B716,Programme,,,358484
HMCTS,11-Oct-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,LOGICA UK LTD,1772969,"$14,295.00 ",Weekend Court Closure,CAT-CF31 9AP,B716,Programme,,,358484
HMCTS,11-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,LOGICA UK LTD,1772969,"$6,297.00 ",Computer services supplied to the specification of the recipient,CAT-CF31 9AP,0,Balance Sheet,,,358484
HMCTS,21-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$27,337.07 ",Corona Energy gas HMCTS Midlands 2011/12.,NW4 3RJ-RET 4,0,Programme,,,6377625
HMCTS,21-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$4,717.13 ",Corona Energy gas HMCTS Midlands 2011/12.,NW4 3RJ-RET 4,0,Programme,,,6377625
HMCTS,21-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$5,467.41 ",VAT,NW4 3RJ-RET 4,0,Programme,,,6377625
HMCTS,21-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,$235.86 ,VAT,NW4 3RJ-RET 4,0,Programme,,,6377625
HMCTS,12-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,XEROX (UK) LTD,1776667,"$6,288.96 ",Hire of reprographic equipment including repair and maintenance,BN13 1QG,0,Balance Sheet,,,AF356729
HMCTS,12-Oct-11,CZ999-South East Region,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1776667,"$31,444.30 ",HMCS SOUTH EAST REGION - Xerox (UK) Ltd - Rental costs 2011/12,BN13 1QG,0,Programme,,,AF356729
HMCTS,26-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,CHESHIRE WEST & CHESTER COUNCIL,1793780,"$37,725.02 ",Rates Invoice,RATES,0,Programme,,,600184083/2011-12
HMCTS,21-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,SOUTHAMPTON CITY COUNCIL,1787686,"$37,671.00 ",Rates Invoice,RATES,0,Programme,,,521748337/2011-12
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,SYKES & SON LTD,1771155,"$6,262.67 ","Maintenance, non-structural repair and cleaning of buildings",CIS-WC2R 3JY,0,Balance Sheet,,,32166
HMCTS,7-Oct-11,BZ999-London Region,222001-Maintenance,SYKES & SON LTD,1771155,"$31,313.36 ",SYKES & SON LTD: CIS Labour B&CE  RCJ Monthly Fixed costs- 2011/12,CIS-WC2R 3JY,0,Programme,,,32166
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$28,080.74 ",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6414594
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$3,568.88 ",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6414594
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$5,616.15 ",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6414594
HMCTS,21-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,$178.44 ,North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6414594
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"$23,845.93 ",South East Region - Corona - Gas Supply Consolidated 11/12,NW4 3RJ-RET 4,0,Programme,,,6377620
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"$8,189.71 ",South East Region - Corona - Gas Supply Consolidated 11/12,NW4 3RJ-RET 4,0,Programme,,,6377620
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,"$4,769.19 ",,NW4 3RJ-RET 4,0,Programme,,,6377620
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1790638,$409.49 ,,NW4 3RJ-RET 4,0,Programme,,,6377620
HMCTS,18-Oct-11,AG999-HQ - Estates,222001-Maintenance,WHEELERS,1782264,"$31,000.35 ",TFM,SO15 2AB,0,Programme,,,GWS.1571/24
HMCTS,18-Oct-11,AG999-HQ - Estates,222001-Maintenance,WHEELERS,1782264,"$6,200.07 ",,SO15 2AB,0,Programme,,,GWS.1571/24
HMCTS,21-Oct-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NORTHAMPTON BOROUGH COUNCIL,1787640,"$36,805.00 ",Rates Invoice,RATES,0,Programme,,,214518019/2011-12
HMCTS,7-Oct-11,BZ999-London Region,261000-Fuel and Utilities,EDF ENERGY LTD,1770441,"$30,624.45 ",EDF Energy Ltd - Electricity Costs for RCJ. Strand. Period April 2011 to March 2012. (Account No. 13592343). Business Entity IH701. NAC 222142.,PL3 5XQ,0,Programme,,,0085/13592343
HMCTS,7-Oct-11,BZ999-London Region,261000-Fuel and Utilities,EDF ENERGY LTD,1770441,"$6,124.89 ",VAT 0n EDF Energy Ltd - Electricity Costs for RCJ. Strand. Period April 2011 to March 2012. (Account No. 13592343). Business Entity IH701. NAC 222142.,PL3 5XQ,0,Programme,,,0085/13592343
HMCTS,25-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,EUREST SERVICES,1790721,"$6,102.89 ",Catering Services,B45 9PZ,0,Balance Sheet,,,92081051
HMCTS,25-Oct-11,CZ999-South East Region,226000-Court Costs,EUREST SERVICES,1790721,"$30,514.44 ",South East Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months - recharge cards for juror daily food allowance,B45 9PZ,0,Programme,,,92081051
HMCTS,21-Oct-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CANTERBURY CITY COUNCIL,1787495,"$36,588.50 ",Rates Invoice,RATES,0,Programme,,,21209101/2011-12
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1790558,"$27,335.84 ",SE Region Consolidated Invoice - British Gas - Electricity supply - 11/12,OX4 2JY,0,Programme,,,CAM013533
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1790558,"$1,991.23 ",SE Region Consolidated Invoice - British Gas - Electricity supply - 11/12,OX4 2JY,0,Programme,,,CAM013533
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1790558,($0.06),,OX4 2JY,0,Programme,,,CAM013533
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1790558,"($2,956.65)",,OX4 2JY,0,Programme,,,CAM013533
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1790558,"$6,065.17 ",,OX4 2JY,0,Programme,,,CAM013533
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1790558,"($2,014.60)",,OX4 2JY,0,Programme,,,CAM013533
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1790558,"$5,467.17 ",,OX4 2JY,0,Programme,,,CAM013533
HMCTS,25-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1790558,$99.56 ,,OX4 2JY,0,Programme,,,CAM013533
HMCTS,18-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,SKANSEN INTERIORS LTD,1782110,"$29,975.07 ",Stage payment  for the asbestos remediation works being undertaken by the contractor,CIS-EC4N 1TX,0,Programme,,,1547
HMCTS,18-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,SKANSEN INTERIORS LTD,1782110,"$5,995.01 ",Stage payment for the asbestos remediation works being undertaken by the contractor,CIS-EC4N 1TX,0,Programme,,,1547
HMCTS,20-Oct-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,498308,,,BD19 4XT,0,Programme,,,310357
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF BRENT,1787592,"$35,787.00 ",Rates Invoice,RATES,0,Programme,,,32733057/2011-12
HMCTS,28-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,"$27,165.65 ",Corona Energy gas HMCTS Midlands 2011/12.,NW4 3RJ-RET 4,0,Programme,,,6566116
HMCTS,28-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,"$2,547.31 ",Corona Energy gas HMCTS Midlands 2011/12.,NW4 3RJ-RET 4,0,Programme,,,6566116
HMCTS,28-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,($0.12),VAT,NW4 3RJ-RET 4,0,Programme,,,6566116
HMCTS,28-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,"$5,433.13 ",VAT,NW4 3RJ-RET 4,0,Programme,,,6566116
HMCTS,28-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,$127.37 ,VAT,NW4 3RJ-RET 4,0,Programme,,,6566116
HMCTS,28-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,($509.46),VAT,NW4 3RJ-RET 4,0,Programme,,,6566116
HMCTS,28-Oct-11,FZ999-Midlands Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,$509.46 ,VAT,NW4 3RJ-RET 4,0,Programme,,,6566116
HMCTS,13-Oct-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,494098,,,WA1 1GG,0,Programme,,,307824
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF WESTMINSTER,1787512,"$35,060.28 ",Rates Invoice,RATES,0,Programme,,,401687323/2011-12
HMCTS,21-Oct-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,500494,"$34,856.50 ",Rates Invoice,RATES,0,Programme,,,628883x/2011-12
HMCTS,6-Oct-11,SL999-Centralised Frontline,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,488637,,,BD19 4XT,0,Programme,,,303238
HMCTS,28-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,"$24,384.19 ",South East Region - Corona - Gas Supply Consolidated 11/12,NW4 3RJ-RET 4,0,Programme,,,6566117
HMCTS,28-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,"$4,793.35 ",South East Region - Corona - Gas Supply Consolidated 11/12,NW4 3RJ-RET 4,0,Programme,,,6566117
HMCTS,28-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,($0.09),,NW4 3RJ-RET 4,0,Programme,,,6566117
HMCTS,28-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,"$4,876.84 ",,NW4 3RJ-RET 4,0,Programme,,,6566117
HMCTS,28-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,$239.67 ,,NW4 3RJ-RET 4,0,Programme,,,6566117
HMCTS,21-Oct-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1787470,"$34,177.00 ",Rates Invoice,RATES,0,Programme,,,6004119468/2011-12
HMCTS,26-Oct-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,NEWPORT CITY COUNCIL,1793787,"$34,123.09 ",Rates Invoice,RATES,0,Programme,,,11005114/2011-12
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,HONEYWELL CONTROL SYSTEMS LTD,1788053,"$5,686.27 ","Maintenance, non-structural repair and cleaning of buildings",CIS-S98 1DL,0,Balance Sheet,,,5200540818
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,HONEYWELL CONTROL SYSTEMS LTD,1788053,"($5,686.27)","Maintenance, non-structural repair and cleaning of buildings",CIS-S98 1DL,0,Balance Sheet,,,5200540818
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,HONEYWELL CONTROL SYSTEMS LTD,1788053,"$5,686.27 ","Maintenance, non-structural repair and cleaning of buildings",CIS-S98 1DL,0,Balance Sheet,,,5200540818
HMCTS,18-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,HONEYWELL CONTROL SYSTEMS LTD,1781242,"$5,686.27 ","Maintenance, non-structural repair and cleaning of buildings",CIS-S98 1DL,0,Balance Sheet,,,5200559180
HMCTS,21-Oct-11,HZ999-North East Region,222001-Maintenance,HONEYWELL CONTROL SYSTEMS LTD,1788053,"$28,431.33 ","HA102-Honeywell Contractual Fees for CDN M & E April to October 2011 (not inc Lodgings)			",CIS-S98 1DL,0,Programme,,,5200540818
HMCTS,18-Oct-11,HZ999-North East Region,222001-Maintenance,HONEYWELL CONTROL SYSTEMS LTD,1781242,"$28,431.33 ","HA102-Honeywell Contractual Fees for CDN M & E April to October 2011 (not inc Lodgings)			",CIS-S98 1DL,0,Programme,,,5200559180
HMCTS,11-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,EMCOR FACILITIES SERVICES LTD,1772753,"$28,408.68 ",CIS Labour - Coventry Magistrates - DJ Chambers for Tribunals under term contract,CIS-SO53 3YE,0,Programme,,,00208793RI
HMCTS,11-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,EMCOR FACILITIES SERVICES LTD,1772753,"$5,681.74 ",VAT,CIS-SO53 3YE,0,Programme,,,00208793RI
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1787510,"$34,046.50 ",Rates Invoice,RATES,0,Programme,,,44544831/2011-12
HMCTS,21-Oct-11,GZ999-North West Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$23,959.79 ",NW Region Consolidated - Gas - Corona - April 11 - March 12,NW4 3RJ-RET 4,0,Programme,,,6414060
HMCTS,21-Oct-11,GZ999-North West Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$4,838.23 ",NW Region Consolidated - Gas - Corona - April 11 - March 12,NW4 3RJ-RET 4,0,Programme,,,6414060
HMCTS,21-Oct-11,GZ999-North West Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,($0.08),,NW4 3RJ-RET 4,0,Programme,,,6414060
HMCTS,21-Oct-11,GZ999-North West Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,"$4,791.96 ",,NW4 3RJ-RET 4,0,Programme,,,6414060
HMCTS,21-Oct-11,GZ999-North West Region,261000-Fuel and Utilities,CORONA ENERGY,1787888,$241.91 ,,NW4 3RJ-RET 4,0,Programme,,,6414060
HMCTS,5-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NORLAND MANAGED SERVICES LTD,1767885,"$5,637.47 ","Maintenance, non-structural repair and cleaning of buildings",CIS-SE1 1RU,0,Balance Sheet,,,S00213057
HMCTS,5-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NORLAND MANAGED SERVICES LTD,1767885,"($5,637.47)","Maintenance, non-structural repair and cleaning of buildings",CIS-SE1 1RU,0,Balance Sheet,,,S00213057
HMCTS,5-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NORLAND MANAGED SERVICES LTD,1767885,"$5,637.47 ","Maintenance, non-structural repair and cleaning of buildings",CIS-SE1 1RU,0,Balance Sheet,,,S00213057
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NORLAND MANAGED SERVICES LTD,1788220,"$5,637.47 ","Maintenance, non-structural repair and cleaning of buildings",CIS-SE1 1RU,0,Balance Sheet,,,S00215791
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NORLAND MANAGED SERVICES LTD,1788220,"($5,637.47)","Maintenance, non-structural repair and cleaning of buildings",CIS-SE1 1RU,0,Balance Sheet,,,S00215791
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NORLAND MANAGED SERVICES LTD,1788220,"$5,637.47 ","Maintenance, non-structural repair and cleaning of buildings",CIS-SE1 1RU,0,Balance Sheet,,,S00215791
HMCTS,5-Oct-11,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1767885,"$28,187.34 ","Monthly Planned Preventative Maintenance payment for services undertaken at Crown, Magistrates and County Courts in Kent",CIS-SE1 1RU,0,Programme,,,S00213057
HMCTS,21-Oct-11,CZ999-South East Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1788220,"$28,187.34 ","Monthly Planned Preventative Maintenance payment for services undertaken at Crown, Magistrates and County Courts in Kent",CIS-SE1 1RU,0,Programme,,,S00215791
HMCTS,21-Oct-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WOLVERHAMPTON CITY COUNCIL,1787726,"$33,774.00 ",Rates Invoice,RATES,0,Programme,,,50359278/2011-12
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,EUREST SERVICES,1764640,"$5,591.44 ",Catering Services,B45 9PZ,0,Balance Sheet,,,92064306
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,EUREST SERVICES,1764640,"($5,591.44)",Catering Services,B45 9PZ,0,Balance Sheet,,,92064306
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,EUREST SERVICES,1764640,"$5,591.44 ",Catering Services,B45 9PZ,0,Balance Sheet,,,92064306
HMCTS,4-Oct-11,CZ999-South East Region,226000-Court Costs,EUREST SERVICES,1764640,"$27,957.21 ",South East Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months - recharge cards for juror daily food allowance,B45 9PZ,0,Programme,,,92064306
HMCTS,7-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1770342,"$27,875.00 ",Rental Payment,G2 6UA-CLICOMRE,0,Programme,,,357423
HMCTS,7-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1770342,"$5,575.00 ",VAT on above,G2 6UA-CLICOMRE,0,Programme,,,357423
HMCTS,28-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,"$2,375.04 ",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6566121
HMCTS,28-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,"$25,725.24 ",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6566121
HMCTS,28-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,($0.01),North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6566121
HMCTS,28-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,$118.75 ,North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6566121
HMCTS,28-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,($475.01),North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6566121
HMCTS,28-Oct-11,HZ999-North East Region,261000-Fuel and Utilities,CORONA ENERGY,1796179,"$5,620.06 ",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,,6566121
HMCTS,21-Oct-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,BASILDON DISTRICT COUNCIL,1787465,"$33,341.00 ",Rates Invoice,RATES,0,Programme,,,1700178160/2011-12
