Departmental Family,Entity,Date,Expense Type Lookup,Expense Area Lookup,Supplier ,Transaction Number,Amount
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,126.15
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,19.41
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,142.74
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Improving Information Sharing and Management Group,VODAFONE CORPORATE,4000023486,18.28
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Improving Information Sharing and Management Group,VODAFONE CORPORATE,4000023486,2.36
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,293.17
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,294.16
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000023486,21.44
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 2,VODAFONE CORPORATE,4000023486,3.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 2,VODAFONE CORPORATE,4000023486,25.87
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 2,VODAFONE CORPORATE,4000023486,18.65
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 2,VODAFONE CORPORATE,4000023486,1.83
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000023486,108.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000023486,41.38
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000023486,114.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000023486,10.32
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000023486,145.91
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000023486,16.55
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000023486,19.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000023486,0.83
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000023486,114.53
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000023486,12.13
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Improving Information Sharing and Management Group,VODAFONE CORPORATE,4000023486,221.84
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Improving Information Sharing and Management Group,VODAFONE CORPORATE,4000023486,34.8
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,22.07
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group Shared Services Schools and Category Management,VODAFONE CORPORATE,4000023486,20.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group,VODAFONE CORPORATE,4000023486,21.02
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Finance Group,VODAFONE CORPORATE,4000023486,28.63
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group Shared Services Schools and Category Management,VODAFONE CORPORATE,4000023486,206.98
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Finance Group Shared Services Schools and Category Management,VODAFONE CORPORATE,4000023486,55.15
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group Shared Services Schools and Category Management,VODAFONE CORPORATE,4000023486,95.24
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Finance Group Shared Services Schools and Category Management,VODAFONE CORPORATE,4000023486,69.95
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group Strategic Functions,VODAFONE CORPORATE,4000023486,77.38
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Finance Group Strategic Functions,VODAFONE CORPORATE,4000023486,17.55
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Commercial Group Strategic Functions,VODAFONE CORPORATE,4000023486,19.94
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Commercial Group Strategic Functions,VODAFONE CORPORATE,4000023486,0.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Chief Information Officer Group,VODAFONE CORPORATE,4000023486,38.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Chief Information Officer Group,VODAFONE CORPORATE,4000023486,9.96
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Chief Information Officer Group,VODAFONE CORPORATE,4000023486,17.92
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Chief Information Officer Group,VODAFONE CORPORATE,4000023486,11.47
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Chief Information Officer Group,VODAFONE CORPORATE,4000023486,38.96
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Chief Information Officer Group,VODAFONE CORPORATE,4000023486,0.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,67.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,202.45
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,4.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,14.1
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,0.68
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,87.48
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,3.73
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,26.04
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,66.62
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,113.07
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,36.84
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,15.58
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,6.45
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,116.71
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,16.24
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,73.89
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,26.72
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,78.99
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,15.05
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,34.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,18.52
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,21.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,10.73
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,97.22
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,19.53
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,34.45
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000023486,7.89
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children and Families Directorate Support,VODAFONE CORPORATE,4000023486,73.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children and Families Directorate Support,VODAFONE CORPORATE,4000023486,15.09
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,4.63
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,132.23
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,46.67
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,70.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,13.68
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,39.06
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,1.47
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,81.32
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,53.83
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,85.89
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000023486,26.52
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,140.56
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,33.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,249.3
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,21.07
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,16.16
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000023486,8.39
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,77.98
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,18.01
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,37.1
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,4.84
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,4.57
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,51.92
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000023486,44.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Corporate Services Strategy and Performance,VODAFONE CORPORATE,4000023486,65.28
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Corporate Services Strategy and Performance,VODAFONE CORPORATE,4000023486,382.49
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Corporate Services Strategy and Performance,VODAFONE CORPORATE,4000023486,54.84
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,49.18
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,15.35
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,49.71
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,6.22
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,41.72
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,105.15
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,71.46
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,20.03
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,131.55
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,98.42
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,28.14
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,2.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,144.82
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,"Strategic Analysis, Research and Policy Impact Group",VODAFONE CORPORATE,4000023486,31.9
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group Shared Services and Children and Young People,VODAFONE CORPORATE,4000023486,105
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Finance Group Shared Services and Children and Young People,VODAFONE CORPORATE,4000023486,37.22
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group Shared Services and Children and Young People,VODAFONE CORPORATE,4000023486,39.22
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Finance Group Shared Services and Children and Young People,VODAFONE CORPORATE,4000023486,9.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group Shared Services and Children and Young People,VODAFONE CORPORATE,4000023486,19.94
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,Finance Group Shared Services and Children and Young People,VODAFONE CORPORATE,4000023486,1.12
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,People and Change,VODAFONE CORPORATE,4000023486,137.6
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,People and Change,VODAFONE CORPORATE,4000023486,33.62
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,People and Change,VODAFONE CORPORATE,4000023486,47.41
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,People and Change,VODAFONE CORPORATE,4000023486,5.4
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,People and Change,VODAFONE CORPORATE,4000023486,139.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,People and Change,VODAFONE CORPORATE,4000023486,57.89
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,People and Change,VODAFONE CORPORATE,4000023486,20.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,TELEPHONE CHARGES,People and Change,VODAFONE CORPORATE,4000023486,4.29
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,10/05/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group,VODAFONE CORPORATE,4000023486,93.04
