Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,960.20,,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,050.70",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,066.40",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,082.70",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,088.70",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,126.22",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,301.60",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,405.30",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,452.70",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,471.20",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,703.50",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,710.99",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,740.89",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,771.80",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,991.32",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"1,996.85",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"2,016.50",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"2,052.70",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"2,053.50",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"2,549.17",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"2,564.68",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"2,604.65",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"2,859.50",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"3,003.92",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"3,190.62",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"3,603.20",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"3,800.68",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"3,979.30",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"4,359.90",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"5,028.80",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"6,251.60",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"6,491.76",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"7,836.84",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"8,013.83",,,,
Department of Health,Department of Health,24/04/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,14797095,"8,903.38",,,,
Department of Health,Department of Health,24/04/2012,Computer Maintenance,INFORMATICS,PROBRAND LTD,,,14803816,"75,902.16",,,,
Department of Health,Department of Health,24/04/2012,Computer Maintenance,INFORMATICS,PROBRAND LTD,,,14803818,"101,171.78",,,,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-459427-58523,2642,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-459440-58530,5357,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-459424-58521,5916,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-459427-58523,9691,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-459427-58523,11250,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-459428-58524,12447,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-459458-58541,12547,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-459429-58502,13514,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-459427-58523,13546,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-459451-58535,13829,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-459451-58535,14126,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-459466-58501,15099,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-459466-58501,18320,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-459429-58502,20294,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-459452-58514,20294,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-459452-58514,20294,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-459462-58510,20294,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-459462-58510,20294,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-459427-58523,20310,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-459468-58542,20454,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-459453-58536,20976,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-459451-58535,21926,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-459455-58537,23188,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-459453-58536,24327,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-459430-58525,24612,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,PENINSULA COLLEGE OF MEDICINE AND DENTISTRY (PCMD),PUBLIC,PL4 8AA,ERS-459545-58589,25000,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-459546-58582,25120,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,TEESSIDE UNIVERSITY OF,PUBLIC,TS1 3BA,ERS-459459-58540,25332,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-459468-58542,26028,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-459455-58537,26074,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-459437-58529,26283,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-459469-58543,26959,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-459469-58543,27032,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-459437-58529,30559,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,ICNARC VOLUNTARY ORGANISATION,VCS,WC1V 6AZ,ERS-459435-58528,30663,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-459458-58541,31190,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-459458-58541,31745,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,SOUTHERN HEALTH NHS FOUNDATION TRUST,PUBLIC,SO40 2RZ,ERS-459548-58581,32060,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-459461-58531,32665,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-459424-58521,33456,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,DUNDEE UNIVERSITY OF,PUBLIC,DD1 4HN,ERS-459432-58526,34308,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,SUSSEX UNIVERSITY OF,PUBLIC,BN1 9RH,ERS-459457-58539,34632,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-459437-58529,34795,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-459430-58525,35057,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-459540-58587,36170,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-459440-58530,36623,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-459468-58542,38407,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-459462-58510,42118.2,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-459443-58533,43667,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-459430-58525,52725,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-459428-58524,64142,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-459451-58535,68207,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-459539-58590,91395,,0,Programme,
Department of Health,Department of Health,24/04/2012,Research & development,Research and Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-459544-58585,120486,,0,Programme,
Department of Health,Department of Health,24/04/2012,Grants to non profit institutions (CUR),SOCIAL CARE,CRISIS DEPOSIT ACCOUNT,VCS,E1 6LT,ERS-459507-58561,50200.5,,"IESD award ref 2010/024 Crisis project ""Improving Access to Mental Health Provision for Single Homeless People""",Programme,
Department of Health,Department of Health,25/04/2012,Service charge,INFORMATICS,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584104535,72447.01,,Revenue: Choose & Book Extension 16 December 11 to 31 March 2012,Programme,
Department of Health,Department of Health,25/04/2012,Service charge,INFORMATICS,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584104534,106626.76,,Revenue: Choose & Book Extension 16 December 11 to 31 March 2012,Programme,
Department of Health,Department of Health,25/04/2012,Addition Clearing - IT,"SF&NHS Procurement, Investment and Commercial (part of J5180)",AIRWAVE SOLUTIONS INTERNATIONAL LTD,LARGE,SL1 2EJ,0900000137-185,34539.49,,Q1 Ambulance radio programme - Airwave Charges for 2011-12,Programme,
Department of Health,Department of Health,25/04/2012,Grants to non profit institutions (CUR),SOCIAL CARE,CHILD MIGRANT TRUST,VCS,NG2 7PL,ERS-459618-58601,273900,,2010/064  Child Migrant Trust - project: 2010/064 Child Migrant Trust - Project: Service and Infrastructure development grant,Programme,
Department of Health,Department of Health,26/04/2012,Other programme expenditure,External Relations Directorate,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042521170GTNNA0,126000,,,Programme,
Department of Health,Department of Health,26/04/2012,Service charge,INFORMATICS,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584104538,238478.01,,Revenue: Choose & Book Extension 16 December 11 to 31 March 2012,Programme,
Department of Health,Department of Health,26/04/2012,Service charge,INFORMATICS,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584104537,1230616.16,,Revenue: Choose & Book Extension 16 December 11 to 31 March 2012,Programme,
Department of Health,Department of Health,26/04/2012,Research & development,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042521170GTO3K9,49433.66,,,Admin,
Department of Health,Department of Health,26/04/2012,Building repairs & maintenance,"SF&NHS Procurement, Investment and Commercial (part of J5180)",SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,A302775,35470.94,,"SO2200 - Coventry Point, Coventry -Savills Commercial - dilapidations",Programme,
