Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Expenditure Description,Transaction Number,Amount
Department for Education,STANDARDS AND TESTING AGENCY,17/01/2012,Travel and Events,Standards and Testing Agency Test Operation Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,192.66
Department for Education,STANDARDS AND TESTING AGENCY,17/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,677
Department for Education,STANDARDS AND TESTING AGENCY,17/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,75.37
Department for Education,STANDARDS AND TESTING AGENCY,17/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,212.45
Department for Education,STANDARDS AND TESTING AGENCY,17/01/2012,Travel and Events,Standards and Testing Agency Test Operation Division,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000069499,256.83
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Families Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,100.32
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Families Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,121.41
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Families Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,611.78
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,362.53
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,131.64
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Supporting Children and Young People Group 1,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,204.96
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Supporting Children and Young People Group 1,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,517.97
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Children Young People and Families Safeguarding Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,951.12
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,722.2
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,105.32
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,591.92
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,73.04
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,26.31
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,875.82
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,458.92
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,221.32
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,152
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,1239.17
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,111.72
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,221.32
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Finance and Commercial Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,61.86
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,71.18
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Chief Information Officer Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,385.04
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,169.32
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,103.76
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,2223.4
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Strategy and Performance Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,693.5
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Strategy and Performance Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,99.12
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,People and Change,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,151.32
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,People and Change,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,123.72
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Finance and Commercial Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,2333.63
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,People and Change,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,80.32
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,People and Change,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,1754.54
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,People and Change,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,668.58
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,ALB Reform Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,1321.65
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Education Strategy and Improvement Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,383.76
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Academies Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,93.2
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Education Strategy Performance Analysis Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,93.2
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Education Strategy Performance Analysis Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,479.33
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,170.3
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,395.86
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,141.04
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,100.32
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,71.18
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,1091.93
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,100.32
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,362.55
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Education Funding Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,809.33
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,111.72
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Education Funding Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,302.02
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Curriculum and Behaviour Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,782.34
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Curriculum and Behaviour Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,206.99
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,413.4
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,2559.82
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,191.05
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Young People Directorate Support,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,319.74
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Travel and Events,Qualifications and Participation Group,EXPOTEL HOTEL RESERVATIONS LTD,Commercial,Costs related to staff travel expenses for official duty,4000070267,103.76
