Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60197,82.80,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60198,-207.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60198,248.40,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60199,-4197.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60199,5037.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60200,-69.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60200,82.80,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60201,-586.50,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60201,703.80,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60202,-885.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60202,1062.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60203,-780.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Counsels Legal Opinion & Parliamentary Counsel Service,Legal Services - Legal Services,DAC BEACHCROFT CLAIMS LTD,60203,936.00,Litigations-Counsels Legal Opinion & Parliamentary Counsel Service,BS99 7UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Outsourced Technical Support,Shareholder Executive - British Business Bank,SPECIALIST COMPUTER CENTRES PLC,60204,2454.00,Central Functions-Outsourced Technical Support,B11 2LE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Outsourced Technical Support,Shareholder Executive - British Business Bank,SPECIALIST COMPUTER CENTRES PLC,60205,3681.00,Central Functions-Outsourced Technical Support,B11 2LE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Rail Travel UK,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",60206,172.80,Graduate Opportunities Development Fund-Rail Travel UK,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Subsistence UK,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",60206,2.70,Graduate Opportunities Development Fund-Subsistence UK,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Taxi Services UK,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",60206,41.00,Graduate Opportunities Development Fund-Taxi Services UK,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,External Training,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",60207,455.06,E&M Devolved Admin-External Training,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Postage,Finance & Commercial Group - Information and Technology Directorate,PITNEY BOWES PURCHASE POWER A TRADING DIVISION OF PITNEY BOWES LTD,60208,213.00,F&C Devolved Admin-Postage,CM19 5BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Interdepartmental Dispatch Services,Finance & Commercial Group - Information and Technology Directorate,CITY SPRINT (UK) LTD,60209,2501.00,F&C Devolved Admin-Interdepartmental Dispatch Services,RH1 ISH,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Business Rates,Enterprise & Skills Group - Enterprise Directorate,GROWTH VOUCHERS (UKSBS NEWPORT USE ONLY),60212,3.48,E&S Devolved Admin-Business Rates,SW1H 0ET,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Business Rates,Enterprise & Skills Group - Enterprise Directorate,GROWTH VOUCHERS (UKSBS NEWPORT USE ONLY),60212,4116.52,Growth Vouchers-Business Rates,SW1H 0ET,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",26/09/2014,External Training,Finance & Commercial Group - Information and Technology Directorate,SIGHT AND SOUND TECHNOLOGY LTD,60213,395.00,F&C Devolved Admin-External Training,NN3 6WD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Current Grants To Private Sector - NPISH,Business & Local Growth - Local Growth Directorate,LIVERPOOL CITY COUNCIL,60225,500000.00,Cities: Wave 1-Current Grants To Private Sector - NPISH,L2 2DH,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Gas,Finance & Commercial Group - Estates,CORONA ENERGY RETAIL 4 LTD,60226,891.58,F&C Devolved Admin-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Porterage Costs,Finance & Commercial Group - Information and Technology Directorate,CORY ENVIRONMENTAL LTD,60228,201.40,F&C Devolved Admin-Porterage Costs,SS17 0RN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Other IT Consultancy,Finance & Commercial Group - Information and Technology Directorate,CAPITA RESOURCING LTD,60229,6831.00,F&C Devolved Admin-Other IT Consultancy,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/09/2014,Economic Consultancy & Research,Economics & Markets - Analysis Directorate,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,60230,3000.00,E&M Devolved Admin-Economic Consultancy & Research,SN2 1FF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Hire of Agency Staff,Business & Local Growth - Digital Economy Unit,CAPITA RESOURCING LTD,60232,2278.50,ShEx Devolved Admin-Hire of Agency Staff,SL6 1DP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,PR & Marketing Advice & Services,People & Strategy - Communications Directorate,CAPITA RESOURCING LTD,60233,530.00,P&S Devolved Admin-PR & Marketing Advice & Services,SL6 1DP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Learning and Dev - CS Skills,Enterprise & Skills Group - Vocational Education Directorate,ABILITYNET,60257,400.00,E&S Devolved Admin-Learning and Dev - CS Skills,CV34 5WS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Postage,Finance & Commercial Group - Information and Technology Directorate,ROYAL MAIL GROUP LTD T/A ROYAL MAIL,60258,57.34,F&C Devolved Admin-Postage,S49 1HQ,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Internal Audit Services,Finance & Commercial Group - Finance Group,PRICEWATERHOUSECOOPERS LLP,60259,8023.20,F&C Devolved Admin-Internal Audit Services,SE1 2RT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Internal Audit Services,Finance & Commercial Group - Finance Group,PRICEWATERHOUSECOOPERS LLP,60260,17280.00,F&C Devolved Admin-Internal Audit Services,SE1 2RT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Internal Audit Services,Finance & Commercial Group - Finance Group,PRICEWATERHOUSECOOPERS LLP,60261,10336.80,F&C Devolved Admin-Internal Audit Services,SE1 2RT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Internal Audit Services,Finance & Commercial Group - Finance Group,PRICEWATERHOUSECOOPERS LLP,60262,11340.00,F&C Devolved Admin-Internal Audit Services,SE1 2RT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Internal Audit Services,Finance & Commercial Group - Finance Group,PRICEWATERHOUSECOOPERS LLP,60263,21612.00,F&C Devolved Admin-Internal Audit Services,SE1 2RT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Telecoms Equipment,Shareholder Executive - Business Portfolio,INTERCALL CONFERENCING SERVICES LTD,60264,3225.73,ShEx Devolved Admin-Telecoms Equipment,GL4 3HX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Water,Finance & Commercial Group - Estates,ESSEX AND SUFFOLK WATER LTD,60265,289.13,LSC Properties-Water,DH1 9TX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Water,Finance & Commercial Group - Estates,ESSEX AND SUFFOLK WATER LTD,60265,304.15,LSC Properties-Water,DH1 9TX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Audit Services,Finance & Commercial Group - Finance Group,UK SHARED BUSINESS SERVICES LTD,60266,7294.73,F&C Devolved Admin-Audit Services,SN2 1FF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,60269,12.79,Legal Services Admin-Stationery,LE41 9GS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/09/2014,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,60271,125.20,Legal Services Admin-Stationery,LE41 9GS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Rail Travel UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",60273,123.70,Default-Rail Travel UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Subsistence UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",60273,8.55,Default-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Taxi Services UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",60273,39.70,Default-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/09/2014,Clearing Account - Cost - Leasehold Improvements,Finance & Commercial Group - Estates,EC HARRIS LLP,60281,13104.19,BIS Infrastructure Maintenanc-Clearing Account - Cost - Leasehold Improvements,M60 3NT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/09/2014,Clearing Account - Cost - Leasehold Improvements,Finance & Commercial Group - Estates,EC HARRIS LLP,60281,42880.52,BIS Infrastructure Maintenanc-Clearing Account - Cost - Leasehold Improvements,M60 3NT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",25/09/2014,Clearing Account - Cost - Leasehold Improvements,Finance & Commercial Group - Estates,EC HARRIS LLP,60282,3251.60,BIS Infrastructure Maintenanc-Clearing Account - Cost - Leasehold Improvements,M60 3NT,VENDOR
