"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Mileage Allowance Overseas,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",3616,61.80,MLG Devolved Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",3616,35.00,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",3616,47.06,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",3616,52.10,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Air Travel Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3617,47.99,MLG Devolved Admin - Air Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Rail Travel Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3617,207.64,MLG Devolved Admin - Rail Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Taxi Services Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3617,17.00,MLG Devolved Admin - Taxi Services Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hotel & Accommodation Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3617,121.51,MLG Devolved Admin - Hotel & Accommodation Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Subsistence Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3617,6.15,MLG Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Subsistence Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3617,30.63,MLG Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Subsistence Overseas,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3617,20.00,MLG Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",3617,6.64,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Subsistence UK,Business & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",3618,5.00,B&S Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Subsistence UK,Business & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",3618,2.00,B&S Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Mileage Allowance Overseas,Business & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",3618,33.00,B&S Devolved Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Business & Skills Group - Enterprise Directorate,"Personal Expense, Name Witheld",3618,7.98,B&S Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Finance & Commercial Group - F&C - Commercial Directorate,"Personal Expense, Name Witheld",3619,4.69,F&C Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Finance & Commercial Group - F&C - Commercial Directorate,"Personal Expense, Name Witheld",3619,8.80,F&C Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Research and Development Expenditure,Government Office for Science - GOS - Government Office for Science,CHRISTOPHER LOWE & PATRICIA LOWE T/A BIOTECHNOLOGY CONSULTANCY SERVICES,3624,3902.00,Foresight: Other - Research and Development Expenditure,CB10 2PW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Research and Development Expenditure,Government Office for Science - GOS - Government Office for Science,CHRISTOPHER LOWE & PATRICIA LOWE T/A BIOTECHNOLOGY CONSULTANCY SERVICES,3624,3009.40,Foresight: Other - Research and Development Expenditure,CB10 2PW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Utilities,Finance & Commercial Group - F&C - Commercial Directorate,SIEMENS plc,3625,32.50,SABR Devolved Admin - Utilities,M20 2UR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Media and Design Services,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",QUALITAS PARTNERING LTD T/A CREATIVE CHOICE CIC,3635,65.00,Corporate Presentation - Media and Design Services,KT1 2SZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,Shareholder Executive - Shareholder Executive,CAPITA RESOURCING LTD,3637,956.26,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",CAPITA RESOURCING LTD,3641,1138.52,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",CAPITA RESOURCING LTD,3641,-1138.52,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Consultancy Expenditure,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",CAPITA RESOURCING LTD,3641,1366.22,PCCE Devolved Admin - Consultancy Expenditure,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,Finance & Commercial Group - F&C - Modernisation Fund and Shared Services,ALLEN LANE LTD,3685,3681.60,SABR Devolved Admin - Hire of Agency Staff,BN11 2BW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Additions - Other Loans - Public Corporations,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,3687,69000000.00,POL: Voted Loans - Additions - Other Loans - Public Corporations,S49 1HQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Enforcement,Markets and Local Growth - MLG - Labour Market,HM REVENUE & CUSTOMS,3689,4955.18,National Minimum Wage: Outsourced - Enforcement,BN12 4XH,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Leasing of Reprographic Equipment,Legal Services - Legal Services,RICOH UK LTD,3691,402.42,SABR Devolved Admin - Leasing of Reprographic Equipment,NN4 7YL,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,3692,12.41,SABR Devolved Admin - Stationery,LE41 9GS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Internal Audit Services,Finance & Commercial Group - F&C - Finance Group,PRICEWATERHOUSECOOPERS LLP,3702,54468.00,SABR Devolved Admin - Internal Audit Services,E14 9SQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Economic Consultancy & Research,Markets and Local Growth - MLG - Local Growth Directorate,TNS UK LTD,3705,103699.00,Economic Inteligence And Analysis - Economic Consultancy & Research,W5 1UA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Current Grants To Private Sector - NPISH,Markets and Local Growth - MLG - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),3716,81566.16,TS: Business Education and Consumer Codes - Current Grants To Private Sector - NPISH,SS15 6TH,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Economic Consultancy & Research,Office of Manpower Economics - Office of Manpower Economics,THOMSON REUTERS (PROFESSIONAL) UK LTD T/A SWEET & MAXWELL,3720,17085.33,SABR Devolved Admin - Economic Consultancy & Research,SP10 9AF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Professional Training,"Strategy, Analysis and Better Regulation - SABR - Analysis Directorate",CAPITA BUSINESS SERVICES LTD,3723,281.00,SABR Non Devolved Admin - Professional Training,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Payments to Treasury Solicitors,Legal Services - Legal Services,THE TREASURY SOLICITORS DEPARTMENT,3724,303.28,Legal Services Admin - Payments to Treasury Solicitors,WC2B 4TS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Publications,Shareholder Executive - Shareholder Executive,JONES YARRELL LEADENHALL,3725,61.52,SABR Devolved Admin - Publications,E3 3JG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Payments to Treasury Solicitors,Legal Services - Legal Services,THE TREASURY SOLICITORS DEPARTMENT,3729,111.60,Legal Services Admin - Payments to Treasury Solicitors,WC2B 4TS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Payments to Treasury Solicitors,Legal Services - Legal Services,THE TREASURY SOLICITORS DEPARTMENT,3730,15101.04,Legal Services Admin - Payments to Treasury Solicitors,WC2B 4TS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Professional Training,Legal Services - Legal Services,THE TREASURY SOLICITORS DEPARTMENT,3731,2600.00,Legal Services Admin - Professional Training,WC2B 4TS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",CAPITA RESOURCING LTD,3750,2098.80,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Internal Audit Services,Finance & Commercial Group - F&C - Finance Group,PRICEWATERHOUSECOOPERS LLP,3752,20520.00,F&C Devolved Admin - Internal Audit Services,E14 9SQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Professional Training,Markets and Local Growth - MLG - BIS Local,NATIONAL SKILLS ACADEMY FOR NUCLEAR LTD,3756,337.50,MLG Devolved Admin - Professional Training,CA13 0RJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Other Travel,Knowledge & Innovation Group - KIG - Research Base,UNIVERSITY OF CAMBRIDGE,3757,1500.00,IGPF: UK-India Partnership in Regenerative Medicine - Other Travel,CB2 1TN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Water,Finance & Commercial Group - F&C - Commercial Directorate,CAMBRIDGE WATER PLC,3759,428.18,SABR Devolved Admin - Water,CB1 9JN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Utilisation of Provisions - Purchase of Goods & Services - Other,Finance & Commercial Group - F&C - Finance Group,ANGELA LANDAU,3762,176.00,Enemy Property: Payments To Assessors - Utilisation of Provisions - Purchase of Goods & Services - Other,NW11 6NH,VENDOR
