Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,7442.4,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,7694.2,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,8042.72,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,8240,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,8747.04,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,9564.36,,,
Department of Health,Department of Health,28-Jan-11,Consultancy/Professional Advice,NHS FINANCE PERFORMANCE & OPERATIONS,ISIS INNOVATION LTD,10065,10275,,,
Department of Health,Department of Health,28-Jan-11,Consultancy/Professional Advice,NHS FINANCE PERFORMANCE & OPERATIONS,ISIS INNOVATION LTD,10065,10650,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,11034.6,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,12247.35,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,13156,,,
Department of Health,Department of Health,28-Jan-11,Addition Clearing - IT,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,13300,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,14152,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,14424,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-117,15064.8,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,15914.3,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,17910,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,23583,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-113,24254,,,
Department of Health,Department of Health,28-Jan-11,Contactor/ Staff Subsitution,NHS FINANCE PERFORMANCE & OPERATIONS,SPRING TECHNOLOGY,E29588/00,27275.89,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-115,27922,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-116,31062.46,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,32170.88,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,35144,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-119,52277.68,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,68871.6,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-114,89166.95,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-118,118799,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-120,141398,,,
Department of Health,Department of Health,28-Jan-11,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,SPIRE HEALTHCARE LTD,CM090250,566325.87,,,
Department of Health,Department of Health,28-Jan-11,Other programme expenditure,NHS FINANCE PERFORMANCE & OPERATIONS,INHEALTH MOLECULAR IMAGING LTD,SIM000049,868587.18,,,
Department of Health,Department of Health,28-Jan-11,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,SPIRE HEALTHCARE LTD,CM090251,1142061.62,,,
Department of Health,Department of Health,28-Jan-11,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,PARTNERSHIP HEALTH GROUP LTD,25724166,1737667.97,,,
Department of Health,Department of Health,28-Jan-11,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,INHEALTH LTD,84,1781362.45,,,
Department of Health,Department of Health,28-Jan-11,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,RAMSAY HEALTH CARE UK OPERATIONS LTD,50,2130749.12,,,
Department of Health,Department of Health,28-Jan-11,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,UKSH SOUTH WEST LTD,UKSHSW/82,3019994.41,,,
Department of Health,Department of Health,28-Jan-11,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-110,3771560.88,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,ABERDEEN UNIVERSITY OF,ERS-420454-40819,1830,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,LEEDS UNIVERSITY OF,ERS-420477-40833,3125,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-420462-40823,3125,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,CARDIFF UNIVERSITY,ERS-420466-40825,5127,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-420461-40822,7149,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-420473-40830,7653,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,OXFORD UNIVERSITY,ERS-420489-40840,7924,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,ABERDEEN UNIVERSITY OF,ERS-420454-40819,8458,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,MEDICAL RESEARCH COUNCIL MRC,ERS-420482-40837,8665,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,ABERDEEN UNIVERSITY OF,ERS-420454-40819,9541,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-420461-40822,9691,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,LEEDS UNIVERSITY OF,ERS-420477-40833,11734,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-420462-40823,12052.63,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,NOTTINGHAM UNIVERSITY OF,ERS-420486-40839,12338,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,YORK UNIVERSITY OF,ERS-420507-40850,13358,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-420461-40822,13546,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,ICNARC VOLUNTARY ORGANISATION,ERS-420471-40829,13711,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,OXFORD UNIVERSITY,ERS-420489-40840,13829,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,BANGOR UNIVERSITY,ERS-420457-40847,14968,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-420505-40810,15099,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-420505-40810,16233,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,NOTTINGHAM UNIVERSITY OF,ERS-420486-40839,17561,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,CARDIFF UNIVERSITY,ERS-420466-40825,17903,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-420505-40810,18320,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-420473-40830,19576,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-420461-40822,20310,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,WARWICK UNIVERSITY OF,ERS-420506-40849,20436,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,BANGOR UNIVERSITY,ERS-420457-40847,20921,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,ERS-420491-40841,20976,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,BIRMINGHAM UNIVERSITY OF,ERS-420461-40822,22262,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,NOTTINGHAM UNIVERSITY OF,ERS-420486-40839,22292,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-420462-40823,23501,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,MEDICAL RESEARCH COUNCIL MRC,ERS-420482-40837,24108,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,ERS-420491-40841,24327,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,CAMBRIDGE UNIVERSITY OF,ERS-420465-40824,24612,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,LIVERPOOL UNIVERSITY OF,ERS-420478-40834,25000,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,ICNARC VOLUNTARY ORGANISATION,ERS-420471-40829,25003,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,YORK UNIVERSITY OF,ERS-420507-40850,25315,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,TEESSIDE UNIVERSITY OF,ERS-420500-40846,25332,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,WARWICK UNIVERSITY OF,ERS-420506-40849,26028,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,SHEFFIELD UNIVERSITY OF,ERS-420495-40842,26074,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,QUEEN MARY AND WESTFIELD COLLEGE,ERS-420491-40841,26134,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,DUNDEE UNIVERSITY OF,ERS-420467-40826,27019,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,YORK UNIVERSITY OF,ERS-420507-40850,27032,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,ISLINGTON PCT,ERS-420474-40809,28498,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,ABERDEEN UNIVERSITY OF,ERS-420454-40819,28898,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,CARDIFF UNIVERSITY,ERS-420466-40825,29646,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,HEALTH PROTECTION AGENCY (HPA),ERS-420451-40804,30683.9,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-420503-40814,31287,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,SWANSEA UNIVERSITY,ERS-420499-40848,31439,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,SWANSEA UNIVERSITY,ERS-420499-40848,31745,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-420502-40835,32665,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,ABERDEEN UNIVERSITY OF,ERS-420454-40819,33456,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-420473-40830,33887,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,DUNDEE UNIVERSITY OF,ERS-420467-40826,34308,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,SUSSEX UNIVERSITY OF,ERS-420498-40845,34632,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,IMPERIAL COLLEGE LONDON,ERS-420473-40830,34795,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,CAMBRIDGE UNIVERSITY OF,ERS-420465-40824,35057,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,KEELE UNIVERSITY OF,ERS-420475-40831,35489.9,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,LEEDS UNIVERSITY OF,ERS-420477-40833,36623,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-420462-40823,37010,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,SWANSEA UNIVERSITY,ERS-420499-40848,37260,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,WARWICK UNIVERSITY OF,ERS-420506-40849,38407,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,OXFORD UNIVERSITY,ERS-420446-40806,43416,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,NATURAL ENVIRONMENT RESEARCH COUNCIL (NERC),7060000272,43426,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,NEWCASTLE UNIVERSITY,ERS-420483-40838,43667,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,WARWICK UNIVERSITY OF,ERS-420506-40849,44965,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,OXFORD UNIVERSITY,ERS-420489-40840,48859,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,CAMBRIDGE UNIVERSITY OF,ERS-420465-40824,52166,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,SHEFFIELD UNIVERSITY OF,ERS-420495-40842,52804,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,BRISTOL UNIVERSITY OF,ERS-420462-40823,64142,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,OXFORD UNIVERSITY,ERS-420489-40840,68207,,,
Department of Health,Department of Health,28-Jan-11,Research & development,R&D,OXFORD UNIVERSITY,ERS-420489-40840,94073,,,
Department of Health,Department of Health,28-Jan-11,Professional fees,SOCIAL CARE,BRITISH REFUGEE COUNCIL,INV0005143,40000,,,
Department of Health,Department of Health,28-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,EAST RIDING OF YORKSHIRE COUNCIL,ERS-420423-40801,137000,,,
Department of Health,Department of Health,28-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,WANDSWORTH LONDON BOROUGH COUNCIL,ERS-420380-40784,147000,,,
Department of Health,Department of Health,28-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,LEWISHAM LONDON BOROUGH COUNCIL,ERS-420376-40782,152000,,,
Department of Health,Department of Health,28-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,LAMBETH LONDON BOROUGH COUNCIL,ERS-420373-40781,166000,,,
Department of Health,Department of Health,28-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,WESTMINSTER CITY COUNCIL,ERS-420383-40785,167000,,,
Department of Health,Department of Health,28-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,TOWER HAMLETS LONDON BOROUGH COUNCIL,ERS-420379-40783,170000,,,
Department of Health,Department of Health,28-Jan-11,Course Fees General,SOCIAL CARE,SOUTH WEST SHA,50002461,54000,,,
Department of Health,Department of Health,28-Jan-11,Course Fees General,SOCIAL CARE,SOUTH EAST COAST SHA,50002462,45000,,,
Department of Health,Department of Health,28-Jan-11,Outsourcing Contract,WORKFORCE,NHS CONFEDERATION,4497,4.8,,,
Department of Health,Department of Health,28-Jan-11,Outsourcing Contract,WORKFORCE,NHS CONFEDERATION,4498,429202.8,,,
Department of Health,Department of Health,28-Jan-11,Outsourcing Contract,WORKFORCE,NHS CONFEDERATION,4497,465273.6,,,
Department of Health,Department of Health,28-Jan-11,SFVS - product & distribution costs,,Total Produce Plc,DUR1210,28583.51,,,
Department of Health,Department of Health,28-Jan-11,SFVS - product & distribution costs,,Westcountry Fruit Sales Ltd,decinvcorn,27913.48,,,
Department of Health,Department of Health,31-Jan-11,Revenue Grants to Other Bodies,CHIEF NURSING OFFICER,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,147614,85000,,,
Department of Health,Department of Health,31-Jan-11,Capital Grant in AID to NDPBs,COMMISSIONING,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,CHAPS31/01/11,50000,,,
Department of Health,Department of Health,31-Jan-11,Professional fees,COMMISSIONING,MARKET AND OPINION RESEARCH INTERNATIONAL LTD,11000072,585184,,,
Department of Health,Department of Health,31-Jan-11,Travel & subsistence staff,FINANCE & OPERATIONS (DM),FCM TRAVEL SOLUTIONS,1049603271,96672.03,,,
Department of Health,Department of Health,31-Jan-11,Additions FT Financing Facility Loans,FINANCE & OPERATIONS (DM),ROYAL BOLTON HOSPITAL NHS FOUNDATION TRUST,HAFS-9995,1360000,,,
Department of Health,Department of Health,31-Jan-11,Additions-PDC permanent,FINANCE & OPERATIONS (DM),WEST MIDLANDS AMBULANCE SERVICE,HAFS-9994,1592000,,,
Department of Health,Department of Health,31-Jan-11,Revenue Grants to Other Bodies,HEALTH PROTECTION AND IMPROVEMENT,SOUTH CENTRAL AMBULANCE SERVICE NHS TRUST,INV00000000018145,137000,,,
Department of Health,Department of Health,31-Jan-11,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,CITY UNIVERSITY,90243550,155750.4,,,
Department of Health,Department of Health,31-Jan-11,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,11970191,-32300,,,
Department of Health,Department of Health,31-Jan-11,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,12344596,43380.67,,,
Department of Health,Department of Health,31-Jan-11,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,12344608,49298.19,,,
Department of Health,Department of Health,31-Jan-11,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,12344611,86281,,,
Department of Health,Department of Health,31-Jan-11,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,12344612,237028.22,,,
