MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,HIBBERTS LLP,128629206,"32,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,RILEY HAYES & CO,128629581,"32,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,JSP LAW LIMITED,128630302,"31,987.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,SRIHARANS,128628248,"31,947.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,COBLEYS LLP,128769267,"31,936.32",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,KEANEY WHITEHEAD PARTNERSHIP,128629869,"31,927.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,PAUL CROWLEY & CO SOLICITORS LTD,128793741,"31,794.85",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,WILFORD SMITH & CO  LTD,128629913,"31,727.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,GLEN D GATLAND,128519674,"31,693.74",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,SIMON CSOKA,128734447,"31,644.24",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/03/2013,LEGAL AID FUND - Programme Costs,MILNER ELLEDGE,128609515,"31,632.20",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,RICHARD ENGLISH,128560952,"31,625.41",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,MARK A WALL QC,128872905,"31,612.54",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,ALDERSON DODDS,128979990,"31,601.00",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,LAWRENCE & CO,128627532,"31,600.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,BAL DHALIWAL SOLICITORS,128628773,"31,600.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,HKH KENWRIGHT & COX,128567676,"31,544.01",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,BISHOP & LIGHT SOLICITORS,128629333,"31,500.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,J D SOLICITORS,128629562,"31,500.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/21/2013,LEGAL AID FUND - Programme Costs,GREENS SOLICITORS LLP,128646208,"31,471.15",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,HINE SOLICITORS,128630248,"31,458.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,HC SOLICITORS LLP,128628763,"31,400.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,"BROWN,BEER,NIXON,MALLON",128629062,"31,400.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,COBAINS SOLICITORS,128629266,"31,400.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,DAVID H T JEREMY QC,128560701,"31,379.26",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/26/2013,LEGAL AID FUND - Programme Costs,RHODRI W M JAMES,129005173,"31,339.33",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,CREED LANE LAW GROUP-ADVOCATE,128897020,"31,337.62",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,SIMON J KILLEEN,128529615,"31,326.24",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,CARTWRIGHT KING SOLICITORS,128630187,"31,258.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,BEN HOARE BELL LLP,128629025,"31,200.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,VINCENTS SOLICITORS,128629189,"31,200.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,RAHMAN RAVELLI SOLICTORS LTD,128722289,"31,190.20",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,6/14/2013,LEGAL AID FUND - Programme Costs,SONI & KAUR SOLICITORS,128909330,"31,171.40",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,PAUL A BECKER,128872586,"31,145.82",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,DAVID A ACKERLEY,128614516,"31,088.71",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,CHARNJIT SINGH JUTLA,129052222,"31,069.21",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,ROBERT LAYTON & CO,128629840,"31,058.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,HSCO SOLICITORS,128629723,"31,049.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,THE FIRST LAW PARTNERSHIP LTD,128628657,"31,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,STEELE FORD & NEWTON,128629232,"31,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,RICHARD HASWELL SOLICITORS LLP,128629888,"30,942.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,CAMPBELL TAYLOR SOLICITORS,128628226,"30,926.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/14/2013,LEGAL AID FUND - Programme Costs,ATKINS HOPE LLP,128731651,"30,879.45",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,JOEL N BENNATHAN QC,128711563,"30,828.60",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,S A LAW CHAMBERS SOLICITORS,128628790,"30,800.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,EBR ATTRIDGE,128628833,"30,800.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,ISON HARRISON,128629141,"30,800.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/03/2013,LEGAL AID FUND - Programme Costs,STERNBERG REED SOLICITORS,128567724,"30,731.28",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,DOMINIC LEWIS,128819388,"30,712.82",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/14/2013,LEGAL AID FUND - Programme Costs,GOODMANS LAW LTD,126679918,"30,705.11",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,SALLIE A BENNETT JENKINS QC,128872527,"30,703.21",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,TAYLOR GOODCHILD LTD,128629063,"30,700.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,FAIRWEATHER WHILLIS & TOGHILL,128629361,"30,700.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,HUSSAIN SOLICITORS LTD,128629534,"30,600.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,SMITH PARTNERSHIP,128629538,"30,600.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,BRENT COMMUNITY LAW CENTRE LTD,128628210,"30,596.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,DAVID WOOD,128744825,"30,592.14",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,J D SPICER ZEB,128627497,"30,500.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,LLOYDS PR LTD,128769747,"30,490.69",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/26/2013,LEGAL AID FUND - Programme Costs,DAMIAN R L GARRIDO,128646233,"30,470.40",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,GQS SOLICITORS [ADVOCATE],128560414,"30,451.21",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,KATY H THORNE,128580369,"30,451.21",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,MORTON LAW ASSOCIATES LTD,128629430,"30,300.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,JORDANS,128580539,"30,226.40",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,ACHOM & PARTNERS,128630311,"30,216.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,ERIC ROBINSON SOLICITORS,128629347,"30,200.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,PAUL CRAMPIN,128873257,"30,175.96",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,STEPHENS MCDONALD & ROBSON,129030620,"30,136.28",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/14/2013,LEGAL AID FUND - Programme Costs,STEPHENSONS SOLICITORS LLP,128908135,"30,122.20",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/26/2013,LEGAL AID FUND - Programme Costs,CRIMINAL DEFENCE SOLICITORS [ADVOCATE],128982256,"30,119.81",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,DAVID PHILLIPS & PARTNERS,128628976,"30,100.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,MOWBRAY WOODWARDS SOLICITORS,128629443,"30,100.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,GRAHAME STOWE BATESON,128628169,"30,090.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,G T STEWART SOLICITORS,128630240,"30,039.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,A A MIRSONS SOLICITORS LTD,128982101,"30,000.35",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,BAINS SOLICITORS,128628653,"30,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,T S LAW LTD,128628893,"30,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,PALMERS CRIMINAL DEFENCE SOLICITORS,128629318,"30,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,HAMER CHILDS,128629540,"30,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,HARRINGTONS LEGAL LLP,128629555,"30,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/21/2013,LEGAL AID FUND - Programme Costs,PETER BONNER & CO,129037412,"30,000.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,LISA MARIE MCNULTY SOLICITOR,128628273,"29,923.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,DAMIEN VAN DUYVENBODE,128792428,"29,836.62",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/03/2013,LEGAL AID FUND - Programme Costs,ALISON D MOORE,128571751,"29,830.90",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/03/2013,LEGAL AID FUND - Programme Costs,ALISON D MOORE,128612745,"29,830.90",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,MYER WOLFF,128629151,"29,800.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,SOUTHERNS SOLICITORS,128629977,"29,766.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,MARTIN MURRAY & ASSOCIATES,128656741,"29,745.16",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,SILLS & BETTERIDGE LLP,128629716,"29,727.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/03/2013,LEGAL AID FUND - Programme Costs,SANDERSONS  SOLICITORS LTD,128531029,"29,707.83",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,STEVEN YOUNG & CO,128630097,"29,695.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/10/2013,LEGAL AID FUND - Programme Costs,BENJAMIN J G GORDON,128793325,"29,683.50",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,MCKENZIES SOLICITORS,129029385,"29,641.97",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/26/2013,LEGAL AID FUND - Programme Costs,MARK C WYETH QC,128996119,"29,585.64",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/14/2013,LEGAL AID FUND - Programme Costs,MICHAEL J SINGLETON,128906123,"29,572.35",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,DALTON HOLMES GRAY,128629833,"29,541.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,GRAHAM EVANS & PARTNERS,128628585,"29,500.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/03/2013,LEGAL AID FUND - Programme Costs,AFG LAW,128568229,"29,451.42",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,HALLIDAY REEVES LAW FIRM,128586017,"29,430.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,JBR MORGAN SOLICITORS,128631874,"29,424.06",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,KRISTINA HARRISON SOLICITORS,128629997,"29,421.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,CORKER BINNING,128857917,"29,409.92",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,RODNEY WARREN & CO,128629307,"29,400.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,ALAN HARRIS SOLICITORS LTD,128629419,"29,400.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/07/2013,LEGAL AID FUND - Programme Costs,ESKINAZI & CO,128732727,"29,332.85",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/07/2013,LEGAL AID FUND - Programme Costs,BRENNANS LLP,128749972,"29,313.46",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,PEACH GREY & CO,128629349,"29,300.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/14/2013,LEGAL AID FUND - Programme Costs,PATON & CARPENTER,128776445,"29,267.79",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/21/2013,LEGAL AID FUND - Programme Costs,WHITWORTH & GREEN SOLICITORS LTD,128989001,"29,251.42",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,FARADAYS SOLICITORS LTD,128628887,"29,200.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,ROTHERHAM & CO,128649513,"29,136.06",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,JAMES S MARTIN,128580408,"29,121.88",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,ELDER RAHIMI LIMITED,128588185,"29,069.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/26/2013,LEGAL AID FUND - Programme Costs,NEIL A HAWES QC,129016830,"29,065.54",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,POWELL SPENCER AND PARTNERS,128918545,"29,018.34",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,OBW PERERA LTD,128628759,"29,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,HAL SOLICITORS,128628852,"29,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,E REX MAKIN & CO,128628966,"29,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,HARRIS SOLICITORS,128630273,"28,990.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,J D SPICER ZEB,128560534,"28,968.62",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,AMOSU ROBINSHAW,128655814,"28,919.62",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,MULLENDERS,128629324,"28,900.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/14/2013,LEGAL AID FUND - Programme Costs,DAVID M S ORBAUM,128903767,"28,896.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/14/2013,LEGAL AID FUND - Programme Costs,T V  EDWARDS LLP,128905223,"28,885.76",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/21/2013,LEGAL AID FUND - Programme Costs,ANDREW & ANDREW LLP,128364278,"28,871.69",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/07/2013,LEGAL AID FUND - Programme Costs,BINDMANS LLP,128646644,"28,865.90",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,NOBLE SOLICITORS,128769072,"28,777.21",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/24/2013,LEGAL AID FUND - Programme Costs,CAMERON JONES HUSSELL & HOWE,128968930,"28,769.27",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,STEWART BEGUM SOLICITORS LLP,128631511,"28,762.66",Legal Aid Payments: Crime Higher
