Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num,,
Department of Health,Department of Health,24/05/2010,Grants to local authorities (CAP),SOCIAL CARE,YORK COUNCIL CITY OF,ERS-386433-29629,89701,,,
Department of Health,Department of Health,24/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,MILTON KEYNES PCT,N0009754,40000,,,
Department of Health,Department of Health,24/05/2010,Other programme expenditure,INFORMATICS,CAPITA BUSINESS SERVICES LTD,91703054,376016,,,
Department of Health,Department of Health,24/05/2010,Other programme expenditure,INFORMATICS,CAPITA BUSINESS SERVICES LTD,91723967,56576.25,,,
Department of Health,Department of Health,24/05/2010,Other programme expenditure,NHS FINANCE PERFORMANCE & OPERATIONS,NETCARE HEALTHCARE U K LTD,1945,4000000,,,
Department of Health,Department of Health,24/05/2010,Outsourcing Contract,INFORMATICS,CAPITA BUSINESS SERVICES LTD,91723963,1654233.26,,,
Department of Health,Department of Health,24/05/2010,Service charge,INFORMATICS,EMIS LTD,IN34593-1,1295534.63,,,
Department of Health,Department of Health,24/05/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,ACTAVIS UK LTD,10015281,-0.02,,,
Department of Health,Department of Health,24/05/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,ACTAVIS UK LTD,10015281,4242582.18,,,
Department of Health,Department of Health,24/05/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,FERRING PHARMACEUTICALS LTD,INV00102222,1044042.36,,,
Department of Health,Department of Health,25/05/2010,Addition Clearing - Furniture and Fittings,FINANCE & OPERATIONS,CROWN FLOORING LTD,L1218/1,60014.89,,,
Department of Health,Department of Health,25/05/2010,Addition Clearing - Furniture and Fittings,FINANCE & OPERATIONS,CROWN FLOORING LTD,L1270,27781.58,,,
Department of Health,Department of Health,25/05/2010,Addition Clearing - Software Licences,WORKFORCE,METHODS CONSULTING,100009592,42270.63,,,
Department of Health,Department of Health,25/05/2010,Building repairs & maintenance,FINANCE & OPERATIONS,EMCOR FACILITIES SERVICES LTD,00162192RI,33627.09,,,
Department of Health,Department of Health,25/05/2010,Building repairs & maintenance,FINANCE & OPERATIONS,EMCOR FACILITIES SERVICES LTD,00162192RI,25416.56,,,
Department of Health,Department of Health,25/05/2010,Building repairs & maintenance,FINANCE & OPERATIONS,EMCOR FACILITIES SERVICES LTD,00162192RI,4954.11,,,
Department of Health,Department of Health,25/05/2010,Building repairs & maintenance,FINANCE & OPERATIONS,EMCOR FACILITIES SERVICES LTD,00162192RI,18018.49,,,
Department of Health,Department of Health,25/05/2010,Computer Hardware Purchasing,INFORMATICS,SYSTEM C HEALTHCARE PLC,10660686,132000,,,
Department of Health,Department of Health,25/05/2010,Computer Hardware Purchasing,INFORMATICS,SYSTEM C HEALTHCARE PLC,10660703,108663,,,
Department of Health,Department of Health,25/05/2010,Conferences & seminars,SOCIAL CARE,THE MENTAL HEALTH FOUNDATION,OP/I035459,35250,,,
Department of Health,Department of Health,25/05/2010,Consultancy/Professional Advice,HEALTH PROTECTION AND IMPROVEMENT,SAPIENT LTD,16777,35242.5,,,
Department of Health,Department of Health,25/05/2010,Contactor/ Staff Subsitution,NHS MEDICAL DIRECTOR,MANDATE COMMUNICATIONS LTD,13790,28000,,,
Department of Health,Department of Health,25/05/2010,Contactor/ Staff Subsitution,WORKFORCE,SAPIENT LTD,16428,32242,,,
Department of Health,Department of Health,25/05/2010,Contactor/ Staff Subsitution,WORKFORCE,SAPIENT LTD,16430,43489.69,,,
Department of Health,Department of Health,25/05/2010,Contactor/ Staff Subsitution,WORKFORCE,SAPIENT LTD,16439,26522.1,,,
Department of Health,Department of Health,25/05/2010,Contactor/ Staff Subsitution,WORKFORCE,SAPIENT LTD,16439,4741.13,,,
Department of Health,Department of Health,25/05/2010,Contactor/ Staff Subsitution,WORKFORCE,SAPIENT LTD,16446,8952.33,,,
Department of Health,Department of Health,25/05/2010,Contactor/ Staff Subsitution,WORKFORCE,SAPIENT LTD,16446,49824.7,,,
Department of Health,Department of Health,25/05/2010,Contactor/ Staff Subsitution,WORKFORCE,SAPIENT LTD,16776,43371.01,,,
Department of Health,Department of Health,25/05/2010,Contactor/ Staff Subsitution,WORKFORCE,SAPIENT LTD,16780,26320,,,
Department of Health,Department of Health,25/05/2010,Contactor/ Staff Subsitution,WORKFORCE,SAPIENT LTD,16781,62527.04,,,
Department of Health,Department of Health,25/05/2010,Contactor/ Staff Subsitution,WORKFORCE,SAPIENT LTD,16783,48321.88,,,
Department of Health,Department of Health,25/05/2010,Other programme expenditure,NHS FINANCE PERFORMANCE & OPERATIONS,ALLIANCE MEDICAL LTD,PET0056,734416.5,,,
Department of Health,Department of Health,25/05/2010,Other programme expenditure,NHS FINANCE PERFORMANCE & OPERATIONS,ROYAL FREE HAMPSTEAD NHS TRUST,1287432,230000,,,
Department of Health,Department of Health,25/05/2010,Other programme expenditure,SOCIAL CARE,CENTRAL OFFICE OF INFORMATION (COI),724483,1023631.88,,,
Department of Health,Department of Health,25/05/2010,Other programme expenditure,SOCIAL CARE,NHS CONFEDERATION,866,41125,,,
Department of Health,Department of Health,25/05/2010,Other programme expenditure,SOCIAL CARE,TREASURY SOLICITOR'S DEPARTMENT (TSOL),99865,40433.45,,,
Department of Health,Department of Health,25/05/2010,Other staff and non staff claims,POLICY & STRATEGY,SOUTH WEST SHA,6191678,35000,,,
Department of Health,Department of Health,25/05/2010,Printing,HEALTH PROTECTION AND IMPROVEMENT,POST OFFICE LTD,1254/90377560,26250,,,
Department of Health,Department of Health,25/05/2010,Professional fees,FINANCE & OPERATIONS,NATIONAL SCHOOL OF GOVERNMENT,F438531,793636,,,
Department of Health,Department of Health,25/05/2010,Professional fees,HEALTH PROTECTION AND IMPROVEMENT,BIRMINGHAM WOMENS NHS FOUNDATION TRUST,OP/I110109,319893,,,
Department of Health,Department of Health,25/05/2010,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),713828,305940,,,
Department of Health,Department of Health,25/05/2010,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),724869,200000,,,
Department of Health,Department of Health,25/05/2010,Research & development,RESEARCH & DEVELOPMENT,ST ANDREWS UNIVERSITY OF,ERS-386596-29652,63596.98,,,
Department of Health,Department of Health,25/05/2010,Research & development,RESEARCH & DEVELOPMENT,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,ERS-386575-29642,58590,,,
Department of Health,Department of Health,25/05/2010,Research & development,RESEARCH & DEVELOPMENT,UNIVERSITY COLLEGE LONDON (UCL),ERS-386570-29648,72342,,,
Department of Health,Department of Health,25/05/2010,Research & development,RESEARCH & DEVELOPMENT,YORKSHIRE & THE HUMBER SHA,ERS-386571-29641,169383,,,
Department of Health,Department of Health,25/05/2010,Revenue Grant in Aid to NDPBs,NHS FINANCE PERFORMANCE & OPERATIONS,MONITOR - INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,IR OF NHS MAY 2010,1200000,,,
Department of Health,Department of Health,25/05/2010,Service charge,INFORMATICS,FUJITSU SERVICES LTD,201121,104461.63,,,
Department of Health,Department of Health,25/05/2010,Staff Consultancy & Suppt,INFORMATICS,SMARTSOURCING PLC,10874989,22220,,,
Department of Health,Department of Health,25/05/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,HAMELN PHARMACEUTICALS LTD,5105907,117500,,,
Department of Health,Department of Health,25/05/2010,Travel & subsistence staff,FINANCE & OPERATIONS,FCM TRAVEL SOLUTIONS,1049601332,115511.02,,,
Department of Health,Department of Health,26/05/2010,Consultancy Other: not VAT recoverable,COMMISSIONING,Springboard Consortium Ltd,SPR0045,47038.95,,,
Department of Health,Department of Health,26/05/2010,Consultancy/Professional Advice,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),713586,70000,,,
Department of Health,Department of Health,26/05/2010,Consultancy/Professional Advice,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),709322,82160,,,
Department of Health,Department of Health,26/05/2010,Consultancy/Professional Advice,POLICY & STRATEGY,CENTRAL OFFICE OF INFORMATION (COI),717199,235000,,,
Department of Health,Department of Health,26/05/2010,Consultancy/Professional Advice,SOCIAL CARE,BARNSLEY PCT,INV008094,38438,,,
Department of Health,Department of Health,26/05/2010,Consultancy/Professional Advice,WORKFORCE,GOVERNMENT ACTUARYS DEPARTMENT (GAD),SINV/00012872,141745.57,,,
Department of Health,Department of Health,26/05/2010,External Consultancy Fees,INFORMATICS,QI CONSULTING,10922929,22950,,,
Department of Health,Department of Health,26/05/2010,External Consultancy Fees,INFORMATICS,QI CONSULTING,10922930,22950,,,
Department of Health,Department of Health,26/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT (DCLG),1800005736,61200,,,
Department of Health,Department of Health,26/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,SUTTON AND MERTON PCT,ERS-386791-29681,29375,,,
Department of Health,Department of Health,26/05/2010,Other programme expenditure,SOCIAL CARE,WORCESTERSHIRE COUNTY COUNCIL,2203010237,112200,,,
Department of Health,Department of Health,26/05/2010,Other programme expenditure,SOCIAL CARE,WORCESTERSHIRE COUNTY COUNCIL,2203010238,75000,,,
Department of Health,Department of Health,26/05/2010,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,PARTNERSHIP HEALTH GROUP LTD,HAM059,1561775.33,,,
Department of Health,Department of Health,26/05/2010,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,UKSH SOUTH WEST LTD,UKSHSW/54,2973960.73,,,
Department of Health,Department of Health,26/05/2010,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),715113,302183,,,
Department of Health,Department of Health,26/05/2010,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),712708,79950,,,
Department of Health,Department of Health,26/05/2010,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),725426,305339.7,,,
Department of Health,Department of Health,26/05/2010,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-085,517510.92,,,
Department of Health,Department of Health,26/05/2010,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-085,12134.75,,,
Department of Health,Department of Health,26/05/2010,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-085,3226176.82,,,
Department of Health,Department of Health,26/05/2010,Radio communications,NHS FINANCE PERFORMANCE & OPERATIONS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-085,0,,,
Department of Health,Department of Health,26/05/2010,Research & development,RESEARCH & DEVELOPMENT,KINGS COLLEGE LONDON,ERS-386837-29707,81510.7,,,
Department of Health,Department of Health,26/05/2010,Revenue Grants Other to NDPBs and Other Bodies,WORKFORCE,GENERAL SOCIAL CARE COUNCIL (GSCC),ERS-386749-29661,3000000,,,
Department of Health,Department of Health,26/05/2010,Service charge,INFORMATICS,BT GLOBAL SERVICES LTD,236621,1861172.53,,,
Department of Health,Department of Health,26/05/2010,Service charge,INFORMATICS,BT GLOBAL SERVICES LTD,236766,56711.56,,,
Department of Health,Department of Health,26/05/2010,Service charge,INFORMATICS,BT GLOBAL SERVICES LTD,237374,24810.48,,,
Department of Health,Department of Health,26/05/2010,Service charge,INFORMATICS,BT GLOBAL SERVICES LTD,237380,26090.52,,,
Department of Health,Department of Health,26/05/2010,Service charge,INFORMATICS,BT GLOBAL SERVICES LTD,237392,42568.72,,,
Department of Health,Department of Health,26/05/2010,Service charge,INFORMATICS,BT GLOBAL SERVICES LTD,237402,44559.09,,,
Department of Health,Department of Health,26/05/2010,Service charge,INFORMATICS,BT GLOBAL SERVICES LTD,237477PART PAYT,2893868.21,,,
Department of Health,Department of Health,26/05/2010,"SFVS - product & distribution costs, during May 2010",HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,588243,53181.44,,,
Department of Health,Department of Health,26/05/2010,"SFVS - product & distribution costs, during May 2010",HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,588251,39687.86,,,
Department of Health,Department of Health,26/05/2010,"SFVS - product & distribution costs, during May 2010",HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,588249,25261.21,,,
Department of Health,Department of Health,26/05/2010,"SFVS - product & distribution costs, during May 2010",HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,588244,28451.22,,,
Department of Health,Department of Health,26/05/2010,"SFVS - product & distribution costs, during May 2010",HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,588248,61185.49,,,
Department of Health,Department of Health,26/05/2010,"SFVS - product & distribution costs, during May 2010",HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,588247,47938.24,,,
Department of Health,Department of Health,26/05/2010,"SFVS - product & distribution costs, during May 2010",HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,588257,39807.4,,,
Department of Health,Department of Health,26/05/2010,"SFVS - product & distribution costs, during May 2010",HEALTH PROTECTION AND IMPROVEMENT,GW Price Ltd,588241,29342.76,,,
Department of Health,Department of Health,26/05/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,WOCKHARDT UK LTD,90121920,34051.5,,,
Department of Health,Department of Health,26/05/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,WOCKHARDT UK LTD,90121921,524690.38,,,
Department of Health,Department of Health,26/05/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,WOCKHARDT UK LTD,90122340,416496.38,,,
Department of Health,Department of Health,26/05/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,WOCKHARDT UK LTD,90122343,371432.66,,,
Department of Health,Department of Health,26/05/2010,Storage costs,HEALTH PROTECTION AND IMPROVEMENT,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),269,64857.32,,,
Department of Health,Department of Health,26/05/2010,Storage costs,HEALTH PROTECTION AND IMPROVEMENT,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),274,92699.98,,,
Department of Health,Department of Health,27/05/2010,Cleaning: contract,FINANCE & OPERATIONS,RESOURCE UK LTD,DT053942,24669.23,,,
Department of Health,Department of Health,27/05/2010,Cleaning: contract,FINANCE & OPERATIONS,RESOURCE UK LTD,DT053939,22909.73,,,
Department of Health,Department of Health,27/05/2010,Consultancy Other: not VAT recoverable,COMMISSIONING,KPMG LLP,5500220425,553358.93,,,
Department of Health,Department of Health,27/05/2010,Consultancy/Professional Advice,COMMISSIONING,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,1000001120,450000,,,
Department of Health,Department of Health,27/05/2010,Consultancy/Professional Advice,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),709223,123311,,,
Department of Health,Department of Health,27/05/2010,Consultancy/Professional Advice,HEALTH PROTECTION AND IMPROVEMENT,TRIBAL CONSULTING LTD,IW1124/55072,22870,,,
Department of Health,Department of Health,27/05/2010,Consultancy/Professional Advice,NHS FINANCE PERFORMANCE & OPERATIONS,DELOITTE LLP,1110539995,27000,,,
Department of Health,Department of Health,27/05/2010,Consultancy/Professional Advice,NHS FINANCE PERFORMANCE & OPERATIONS,KPMG LLP,5500221361,80000,,,
Department of Health,Department of Health,27/05/2010,Consultancy/Professional Advice,SOCIAL CARE,NORTH WEST SHA,N0002485,25000,,,
Department of Health,Department of Health,27/05/2010,Consultancy/Professional Advice,WORKFORCE,GOVERNMENT ACTUARYS DEPARTMENT (GAD),SINV/00012735,155812.3,,,
Department of Health,Department of Health,27/05/2010,Contactor/ Staff Subsitution,WORKFORCE,GOVERNMENT ACTUARYS DEPARTMENT (GAD),SINV/00012735,6336.7,,,
Department of Health,Department of Health,27/05/2010,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,10953151,36752.98,,,
Department of Health,Department of Health,27/05/2010,External Consultancy Fees,INFORMATICS,COPYRIGHT LICENSING AGENCY LTD,10943601,1706472,,,
Department of Health,Department of Health,27/05/2010,Grants to non profit institutions (Current),POLICY & STRATEGY,CHILD MIGRANTS TRUST,ERS-387067-29741,3500000,,,
Department of Health,Department of Health,27/05/2010,IT minor costs non capital,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),725529,17625,,,
Department of Health,Department of Health,27/05/2010,IT minor costs non capital,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),725529,7875,,,
Department of Health,Department of Health,27/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,DEFENCE BILLS AGENCY (DBA),7147336,335909.66,,,
Department of Health,Department of Health,27/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,DEFENCE BILLS AGENCY (DBA),7147336,83175.66,,,
Department of Health,Department of Health,27/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,NHS SUPPLY CHAIN,SFI216238,3237449,,,
Department of Health,Department of Health,27/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,NORTH LANCASHIRE PCT,D0006615,50000,,,
Department of Health,Department of Health,27/05/2010,Other programme expenditure,NHS FINANCE PERFORMANCE & OPERATIONS,DEAN CLOUGH LTD,8329,7748.88,,,
Department of Health,Department of Health,27/05/2010,Other programme expenditure,NHS FINANCE PERFORMANCE & OPERATIONS,DEAN CLOUGH LTD,8329,23702.91,,,
Department of Health,Department of Health,27/05/2010,Other programme expenditure,NHS MEDICAL DIRECTOR,EAST MIDLANDS SHA,11010989,70000,,,
Department of Health,Department of Health,27/05/2010,Other programme expenditure,NHS MEDICAL DIRECTOR,WARWICK UNIVERSITY OF,90439849,105162.5,,,
Department of Health,Department of Health,27/05/2010,Outsourcing Contract,FINANCE & OPERATIONS,CSC COMPUTER SCIENCES LTD,5201186641,55040,,,
Department of Health,Department of Health,27/05/2010,Outsourcing Contract,FINANCE & OPERATIONS,CSC COMPUTER SCIENCES LTD,5201186715,25974.55,,,
