Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category,SME?,Sector
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£8,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£1,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£2,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£73,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£6,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£53,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£28,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£2,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£7,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£1,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£6,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£22,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£8,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,HRD,XEROX UK LTD,2023609403,£11,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£6,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,HRD,XEROX UK LTD,2023609403,£34,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,HRD,XEROX UK LTD,2023609403,£2,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,HRD,XEROX UK LTD,2023609403,£160,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,HRD,XEROX UK LTD,2023609403,£16,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,HRD,XEROX UK LTD,2023609403,£9,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,HRD,XEROX UK LTD,2023609403,£5,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£20,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,HRD,XEROX UK LTD,2023609403,£12,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£131,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£74,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£73,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,HRD,XEROX UK LTD,2023609403,£20,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£69,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£5,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£581,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£76,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,HRD,XEROX UK LTD,2023609403,£23,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£12,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£66,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,STR,XEROX UK LTD,2023609403,£8,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£82,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£120,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£230,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£172,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£4,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£161,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£194,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£115,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£103,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£27,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£307,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,My Civil Seevice Pension,XEROX UK LTD,2023609403,£48,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,My Civil Seevice Pension,XEROX UK LTD,2023609403,£413,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£198,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,My Civil Seevice Pension,XEROX UK LTD,2023609403,£36,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£2,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£5,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£1,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£52,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,Change PMU,XEROX UK LTD,2023609403,£6,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£2,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£119,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£161,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£172,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£6,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£8,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,STR,XEROX UK LTD,2023609403,£4,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£6,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£26,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£2,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,STR,XEROX UK LTD,2023609403,£198,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,STR,XEROX UK LTD,2023609403,£203,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,STR,XEROX UK LTD,2023609403,£13,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,F&C,XEROX UK LTD,2023609403,£45,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,CIT,XEROX UK LTD,2023609403,£12,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Corporate,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,PS,XEROX UK LTD,2023609403,£146,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£10,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£245,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£24,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£66,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£32,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£11,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£46,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£84,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£97,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£204,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£7,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£1,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£1,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£102,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£7,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£48,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£98,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£36,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£2,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£19,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£126,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£4,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£39,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£4,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£230,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£46,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£178,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£496,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£122,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£19,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£80,Print & Associated Services,Stationery,Desktop,NO,Private
Department for Work and Pensions,Jobcentre Plus,15-Dec-11,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,XEROX UK LTD,2023609403,£17,Print & Associated Services,Stationery,Desktop,NO,Private
