Department family,Entity,Date,Expense Type,Expense area,Supplier,Transation number,Amount,Narrative
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,0030024772,"4,687,904.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,10/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,0030024897,"500,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,0030025029,"5,612,156.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,12/04/2011,Reimbursement of Agreed Costs,GOE managed programme costs,Universities South West,0030021999,"36,740.00",Inspire Programme Payment - South West
Department for Culture Media and Sport,Department for Culture Media and Sport,21/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Victoria & Albert Museum,0030022136,"55,650.26",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,0030021818,"3,446,250.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,0030022146,"3,446,250.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,0030022467,"3,446,250.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,0030022749,"3,446,250.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,0030023056,"3,446,250.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,0030023346,"3,946,250.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,0030023740,"3,446,250.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,0030023982,"3,446,250.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,0030024335,"3,446,250.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,0030024715,"3,446,250.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,0030025023,"3,446,250.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,0030021787,"4,940,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,0030022124,"2,430,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,0030022449,"2,798,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,13/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,0030022949,"1,940,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,0030023021,"1,868,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,0030023351,"2,771,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,0030023619,"2,998,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,0030023965,"3,816,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,0030024316,"3,818,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,0030024671,"2,936,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,0030024997,"7,355,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Wallace Collection,0030022112,"58,479.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,0030021794,"251,159.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,0030022200,"251,155.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,0030022411,"251,155.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,0030022741,"240,818.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,0030023034,"240,818.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,0030023270,"251,155.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,0030023664,"251,155.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,0030023964,"251,155.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,0030024353,"240,819.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,0030024690,"251,156.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,0030024999,"251,152.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,0030025330,"251,303.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,Welsh Fourth Channel Authority,0030021788,"8,555,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,Welsh Fourth Channel Authority,0030022202,"7,765,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,Welsh Fourth Channel Authority,0030022489,"8,265,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,Welsh Fourth Channel Authority,0030022826,"7,765,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,Welsh Fourth Channel Authority,0030023094,"8,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,Welsh Fourth Channel Authority,0030023381,"8,030,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,Welsh Fourth Channel Authority,0030023625,"8,265,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,Welsh Fourth Channel Authority,0030024061,"7,765,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,Welsh Fourth Channel Authority,0030024438,"7,842,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,Welsh Fourth Channel Authority,0030024775,"6,150,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,Welsh Fourth Channel Authority,0030025030,"5,850,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,26/04/2011,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,0030022034,"175,347.00",Business Rates 
Department for Culture Media and Sport,Department for Culture Media and Sport,27/05/2011,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,0030022326,"175,347.00",Business Rates 
Department for Culture Media and Sport,Department for Culture Media and Sport,29/06/2011,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,0030022664,"175,347.00",Business Rates 
Department for Culture Media and Sport,Department for Culture Media and Sport,28/07/2011,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,0030022944,"175,347.00",Business Rates 
