Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT Registration Number
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),OFCOM,OFCOM,50000554,"89,906.00",GIA_OFCOM_EX_MAR_13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),OFCOM,OFCOM,50000555,"55,864.00",GIA_OFCOM_LMA_MAR_13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),OFCOM,OFCOM,50000556,"9,887,578.00",GIA_SPECTRUM_MANG_MAR_13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),OFCOM,OFCOM,50000557,"8,639,002.00",GIA_SCAP_MAR_13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,50000519,"66,730.00",GIA PLR MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,S4C-Sianel Pedwar Cymru,50000552,"5,573,068.00",GIA S4C MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Science Museum Group,50000540,"3,750,000.00",GIA SMG MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Sir John Soane's Museum,50000531,"101,414.00",GIA SJSM MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport England,50000549,"23,814,000.00",GIA SE MAR 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,50000523,"98,000.00",GIA SGSA MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,50000538,"1,631,000.00",GIA RA MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Other Programme Procurement,GOE managed programme costs,The Royal Mint,30029803,"255,993.60",LONDON 2012 MEDALLIONS
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant to OGD (Resource),Architecture + heritage progs,The Treasurer to the Queen,50000535,"37,000.00",GIA RH MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Treasury Solicitors,30029741,"91,357.80",PROFESSIONAL CHARGES 01.01.13-31.03.13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,30029741,"456,789.00",PROFESSIONAL CHARGES 01.01.13-31.03.13
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,50000546,"469,800.00",UKAD GIA MAR 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,50000529,"1,392,000.00",GIA VA MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,50000532,"6,214,000.00",GIA VB MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,01/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,50000520,"245,500.00",GIA TWC MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,04/03/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30029716,"7,600.38",PROFESSIONAL CHARGES JANUARY 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,04/03/2013,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30029716,"38,001.89",PROFESSIONAL CHARGES JANUARY 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,Current Grants Private Sector,Own Art: Take It Away: CILF,ArtCo Trading Ltd,30029838,"183,730.15",PERIOD 1 - 31 MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,50000548,"11,729,318.00",GIA BL MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,50000543,"1,125,280.00",GIA BM MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Chatham Historic Dockyard Trust,30029829,"41,763.76",WOODEN WALLS STORY
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,CIPFA Business Ltd,30029717,"8,520.00",2012 CIPFA LIBRARIES PROFILES
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,Research,EAU Policy Research + Eval,CIPFA Business Ltd,30029717,"42,600.00",2012 CIPFA LIBRARIES PROFILES
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,Temp staff Interim managers,Finance & Planning,Deloitte LLP,30029852,"38,040.00",DELOITTE SECONDEES JAN 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,50000551,"9,937,000.00",GIA EH MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,50000530,"3,886,929.00",GIA NG MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Gambling + Lottery bodies,National Lottery Commission,50000533,"250,000.00",GIA NLC MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,50000542,"1,404,000.00",GIA NMM MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Sport Resolutions (UK),30029841,"22,195.00",NAPD SERVICE CONTRACT
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,Tribunal Administration Fees,Sports - Programme Costs,Sport Resolutions (UK),30029841,"110,975.00",NAPD SERVICE CONTRACT
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,50000539,"2,834,337.00",GIA TATE MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,The British Museum,30029831,"50,000.00",GALLERY 41 REFURB
Department for Culture Media and Sport,Department for Culture Media and Sport,05/03/2013,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,50000550,"6,207,557.00",GIA UKS MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,07/03/2013,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000526,"35,316,750.00",GIA BBC MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,07/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Dulwich Picture Gallery,30029890,"32,491.00",DULWICH PICTURE GALLERY BICENTENARY REF
Department for Culture Media and Sport,Department for Culture Media and Sport,07/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,London Transport Museum,30029879,"25,000.00",LONDON TRANSPORT MUSEUM
Department for Culture Media and Sport,Department for Culture Media and Sport,07/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Shakespeare Birthplace Trust,30029882,"41,000.20",SHAKESPEARE'S BIRTHPLACE
Department for Culture Media and Sport,Department for Culture Media and Sport,07/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,The University of Manchester,30029881,"137,891.69",MANCHESTER MUSEUM
Department for Culture Media and Sport,Department for Culture Media and Sport,07/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,The University of Manchester,30029885,"250,000.00",WHITWORTH ART GALLERY
Department for Culture Media and Sport,Department for Culture Media and Sport,07/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Tyne and Wear Museums,30029883,"70,775.00",TYNE & WEAR MUSEUM
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Durham University,30029856,"78,122.10",JAPAN & KOREA GALLERIES FEB 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Grant Thornton UK LLP,30029924,"10,000.00",40TH INV RELATING TO FIRST DRAFT REPORT5
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2013,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,30029924,"50,000.00",40TH INV RELATING TO FIRST DRAFT REPORT5
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Historic Royal Palaces,30029929,"100,113.04",HISTORIC ROYAL PLACES
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2013,Leveson DCMS-MoJ Control,Leveson Inquiry Admin Costs,Ministry of Justice,30029894,"267,116.30",LEVESON INQUIRY COSTS - DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,National Motor Museum Trust,30029880,"45,257.50",NATIONAL MOTOR MUSEUM TRUST
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,SQW Limited,30029859,"6,000.00",IMPACT STUDY - UK BROADBAND
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2013,Research,EAU Policy Research + Eval,SQW Limited,30029859,"30,000.00",IMPACT STUDY - UK BROADBAND
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,The Tank Museum,30029927,"30,000.00",TANK MUSEUM
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,UCL Museums & Galleries,30029931,"70,000.00",UCL
Department for Culture Media and Sport,Department for Culture Media and Sport,08/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Wolverhampton City Council,30029926,"33,500.00",WOLVERHAMPTON ART GALLERY
Department for Culture Media and Sport,Department for Culture Media and Sport,11/03/2013,Capital Grant Private Sector,GOE managed programme costs,British Olympic Association,30029936,"1,250,000.00",GRANT PAYMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,12/03/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30029902,"6,876.50",DCMS TRANS MIP JAN 13
Department for Culture Media and Sport,Department for Culture Media and Sport,12/03/2013,Management Consultants,Broadband Delivery UK (Admin),Atos IT Services UK Limited,30029902,"34,382.50",DCMS TRANS MIP JAN 13
Department for Culture Media and Sport,Department for Culture Media and Sport,12/03/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30029740,"127,356.33",GB700892 DCMS NEW SERVICE
Department for Culture Media and Sport,Department for Culture Media and Sport,12/03/2013,IT Capital Additions,Information Services,Atos IT Services UK Limited,30029740,"672,645.67",GB700892 DCMS NEW SERVICE
Department for Culture Media and Sport,Department for Culture Media and Sport,12/03/2013,Current Grants Private Sector,Spectrum Clearance Programme,DTG Testing Limited,30029940,"34,686.00",JAN 2013 - MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,12/03/2013,Current Grants Private Sector,Spectrum Clearance Programme,DTG Testing Limited,30029941,"65,208.00",JULY - SEPT
Department for Culture Media and Sport,Department for Culture Media and Sport,12/03/2013,Management Consultants,Broadband Delivery UK (Admin),Local Partnerships,30029934,"75,529.27",RURAL BROADBAND PROG FEB13
Department for Culture Media and Sport,Department for Culture Media and Sport,13/03/2013,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000527,"140,000,000.00",GIA BBC MARCH 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,13/03/2013,Building Maintenance,Estates & Property Services,Carillion Services Ltd,30029862,"45,864.14",FEBRUARY 2013 CORE INVOICE
Department for Culture Media and Sport,Department for Culture Media and Sport,13/03/2013,Grant to OGD (Resource),DCMS contribution toPFI grants,Dept for Communities & Local Govt,30029979,"7,043,152.00",AREA BASED GRANT CONTRIBUTION FROM DCMS
Department for Culture Media and Sport,Department for Culture Media and Sport,13/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,The Royal Pavilion & Museums Foundation,30029953,"100,000.00",21ST CENTURY EXHIBITIONS
Department for Culture Media and Sport,Department for Culture Media and Sport,13/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,University of Cambridge,30029970,"75,000.00",WORLD ARCHAOLOGY
Department for Culture Media and Sport,Department for Culture Media and Sport,13/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,University of Oxford,30029944,"71,802.00",LIGHT FANTASTIC
Department for Culture Media and Sport,Department for Culture Media and Sport,15/03/2013,Capital Grant Private Sector,LPW Programme Costs,National Churches Trust,30029986,"60,000.00",NCT_MAR_2013
Department for Culture Media and Sport,Department for Culture Media and Sport,15/03/2013,Capital Grant Private Sector,LPW Programme Costs,The Archbishops Council,30029988,"85,709.00",CAPITA GRANT FOR LPW
Department for Culture Media and Sport,Department for Culture Media and Sport,18/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Bath & North East Somerset Council,30030018,"100,000.00",TEMPLE PRECINCT PROJECT
Department for Culture Media and Sport,Department for Culture Media and Sport,18/03/2013,Temp staff Interim managers,Finance & Planning,Deloitte LLP,30030022,"50,400.00",YEAR END SUPPORT-FEB 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,18/03/2013,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Liberata UK Ltd,30029832,"4,261.78",SERVICE CHARGES DCMS
Department for Culture Media and Sport,Department for Culture Media and Sport,18/03/2013,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,30029832,"21,308.88",SERVICE CHARGES DCMS
Department for Culture Media and Sport,Department for Culture Media and Sport,18/03/2013,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,National Portrait Gallery,30030009,"57,524.70",TUDOR & JACOBEAN PROJECT
