Departmental Family,Entity,Date,Expense Type Lookup,Expense Area Lookup,Supplier,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PIELD HEATH HOUSE RC SCHOOL,4000043446,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PIELD HEATH HOUSE RC SCHOOL,4000043446,"42,481"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PIELD HEATH HOUSE RC SCHOOL,4000043446,"26,087"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CONTRACT PROGRAMME EXPENDITURE,School Resources Group,PLACE GROUP LIMITED,4000043448,"171,775"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CONTRACT PROGRAMME EXPENDITURE,Academies Delivery Group,PLACE GROUP LIMITED,4000043448,0
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,PLYMOUTH CITY COUNCIL,4000043449,"137,102"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,POOLE BOROUGH COUNCIL,4000043450,"185,070"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PORTFIELD SCHOOL,4000043451,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PORTFIELD SCHOOL,4000043451,"41,161"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,PORTSMOUTH CITY COUNCIL,4000043452,"36,030"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,READING BOROUGH COUNCIL,4000043453,"151,829"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,REDCAR & CLEVELAND BOROUGH COUNCIL,4000043454,"186,943"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CONTRACT PROGRAMME EXPENDITURE,School Standards Group,RESEARCH MACHINES PLC,4000043455,"787,106"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,RNIB RUSHTON HALL,4000043457,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,RNIB RUSHTON HALL,4000043457,"36,721"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,RNIB RUSHTON HALL,4000043457,"13,552"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,RNIB SUNSHINENORTHWOOD,4000043458,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,RNIB SUNSHINENORTHWOOD,4000043458,"36,601"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,RNIB SUNSHINENORTHWOOD,4000043458,"2,638"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,ROCHDALE MBC,4000043459,"36,466"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ROSEWOOD SCHOOL,4000043460,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ROSEWOOD SCHOOL,4000043460,"45,291"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ROSEWOOD SCHOOL,4000043460,"10,729"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,ROTHERHAM MBC,4000043461,"36,172"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,4000043462,"184,657"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ROYAL SCH DEAF DERBY,4000043463,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ROYAL SCH DEAF DERBY,4000043463,"52,203"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ROYAL SCH DEAF DERBY,4000043463,"49,135"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ROYAL SCHOOL FOR THE BLIND LIVERPOOL,4000043464,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ROYAL SCHOOL FOR THE BLIND LIVERPOOL,4000043464,"39,961"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ROYAL SCHOOL FOR THE BLIND LIVERPOOL,4000043464,"16,271"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ROYAL SCHOOLS FOR THE DEAF MANCHESTER,4000043465,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ROYAL SCHOOLS FOR THE DEAF MANCHESTER,4000043465,"49,043"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ROYAL SCHOOLS FOR THE DEAF MANCHESTER,4000043465,"23,712"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,RUTLAND COUNTY COUNCIL,4000043467,"31,250"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SALFORD CITY COUNCIL,4000043469,"187,173"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SANDWELL MBC,4000043470,"50,855"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SANDWELL MBC,4000043470,"325,311"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SEFTON COUNCIL,4000043471,"137,521"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SHEFFIELD CITY COUNCIL,4000043472,"18,482"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SHEFFIELD CITY COUNCIL,4000043472,"188,828"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SHROPSHIRE COUNCIL,4000043473,"185,592"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SLOUGH BOROUGH COUNCIL,4000043474,"219,505"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SOLIHULL MBC,4000043475,"137,559"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SOMERSET COUNTY COUNCIL,4000043476,"7,050"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SOMERSET COUNTY COUNCIL,4000043476,"138,006"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SOUTH GLOUCEST,4000043477,"295,787"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SOUTH TYNESIDE,4000043478,"187,048"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SOUTHAMPTON CITY COUNCIL,4000043479,"137,221"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SOUTHEND ON SEA BOROUGH COUNCIL,4000043480,"11,642"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SOUTHEND ON SEA BOROUGH COUNCIL,4000043480,"219,689"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST DOMINICS SCHOOL,4000043481,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST DOMINICS SCHOOL,4000043481,"44,667"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST DOMINICS SCHOOL,4000043481,"15,198"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST ELIZABETH SCHOOL,4000043482,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST ELIZABETH SCHOOL,4000043482,"44,634"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST ELIZABETH SCHOOL,4000043482,"22,148"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,ST HELENS MBC,4000043483,"186,203"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST JOHN VIANNEY SCHOOL,4000043484,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST JOHN VIANNEY SCHOOL,4000043484,"48,025"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST JOHN VIANNEY SCHOOL,4000043484,"14,682"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST JOHNS CATHOLIC SCHOOL FOR THE DEAF,4000043485,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST JOHNS CATHOLIC SCHOOL FOR THE DEAF,4000043485,"45,010"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST JOHNS CATHOLIC SCHOOL FOR THE DEAF,4000043485,"30,335"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST JOHNS RC ESSEX,4000043486,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST JOHNS RC ESSEX,4000043486,"47,523"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST JOHNS RC ESSEX,4000043486,"40,042"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST JOHNS RES BRGHTN,4000043487,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST JOHNS RES BRGHTN,4000043487,"52,895"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST JOHNS RES BRGHTN,4000043487,"28,341"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST MARYS SCHOOL,4000043489,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST MARYS SCHOOL,4000043489,"51,684"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST MARYS SCHOOL,4000043489,"40,932"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST ROSES SCHOOL,4000043490,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST ROSES SCHOOL,4000043490,"43,645"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST ROSES SCHOOL,4000043490,"24,040"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST VINCENTS SCHOOL,4000043491,"30,866"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST VINCENTS SCHOOL,4000043491,"39,121"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,ST VINCENTS SCHOOL,4000043491,"22,528"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,STAFFORDSHIRE COUNCIL,4000043492,"138,674"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,STOCKPORT MBC,4000043493,"296,918"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,STOCKTON ON TEES,4000043494,"219,773"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Academies Delivery Group,STOCKWELL PARK HIGH SCHOOL,4000043495,"25,000"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,STOKE ON TRENT CITY COUNCIL,4000043496,"7,901"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,STOKE ON TRENT CITY COUNCIL,4000043496,"187,575"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SUFFOLK COUNTY COUNCIL,4000043497,"221,615"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SUNDERLAND CITY COUNCIL,4000043498,"36,576"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Supporting Children and Young People Group 2,SURREY COUNTY COUNCIL,4000043499,"189,966"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,SUTHERLAND HOUSE SCHOOL,4000043500,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,SUTHERLAND HOUSE SCHOOL,4000043500,"47,415"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,SUTHERLAND HOUSE SCHOOL,4000043500,"26,342"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,SWALCLIFFE PARK SCHOOL TRUST,4000043501,"23,416"
Department for Education,DEPARTMENT FOR EDUCATION,30/12/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,SWALCLIFFE PARK SCHOOL TRUST,4000043501,"45,780"
