Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Expenditure Description,Supplier Type,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,KENT COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068419,3398838
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,KINGSTON UPON HULL COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068420,1480740
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,KIRKLEES COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068421,1487217
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,KNOWSLEY MBC,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068422,974364
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LANCASHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068423,3704971
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LEEDS CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068424,2953526
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LEICESTER CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068425,1639451
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LEICESTERSHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068426,1231569
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LINCOLNSHIRE COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068427,1407764
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LIVERPOOL CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068428,2519177
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF BARKING & DAGENHAM COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068429,1301183
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF BARNET COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068430,1127176
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF BEXLEY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068431,527104
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF BRENT,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068432,1434676
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF BROMLEY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068433,555457
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF CAMDEN,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068434,1102981
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF CROYDON COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068435,1351711
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF EALING COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068436,1442346
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF ENFIELD COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068437,1673916
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF GREENWICH,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068438,1397982
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068439,828177
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF HARINGEY,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068440,1583434
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF HARROW COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068441,664617
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF HAVERING COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068442,603453
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF HILLINGDON  COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068443,972151
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF HOUNSLOW COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068444,977884
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF ISLINGTON COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068445,1425047
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF LAMBETH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068446,1396408
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF LEWISHAM,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068447,1275860
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF MERTON COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068448,510666
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF NEWHAM,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068449,2500541
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF REDBRIDGE,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068450,1239698
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF RICHMOND UPON THAMES,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068451,309207
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF SOUTHWARK COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068452,1239618
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF SUTTON,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068453,449802
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068454,2715415
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068455,1378552
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LONDON BOROUGH OF WANDSWORTH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068456,983349
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,LUTON BOROUGH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068457,963598
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,MANCHESTER CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068458,3180936
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,MEDWAY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068459,720936
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,METROPOLITAN BOROUGH OF WIRRAL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068460,1667619
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,MIDDLESBROUGH COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068461,952962
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,MILTON KEYNES COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068462,692581
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,NEWCASTLE CITY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068463,1249974
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,NORFOLK COUNTY COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068464,2133237
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,NORTH EAST LINCOLNSHIRE COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068465,443148
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2011,Current Grants,Education Funding Group,NORTH LINCOLNSHIRE COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000068466,533572
