Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Total
Ministry of Defence,Ministry of Defence,20/05/2010,Purchase of inventory and services ,Land Forces,JOSEPH GLEAVE & SON LTD,637162,332.02
Ministry of Defence,Ministry of Defence,12/05/2010,Payment of utilities,Defence Estates,SSE ENERGY SUPPLY LIMITED,633089,325.2
Ministry of Defence,Ministry of Defence,14/05/2010,Design services and minor equipment purchases,Central TLB,VT LAND (WHITEFLEET MANAGEMENT) LTD,634697,324.01
Ministry of Defence,Ministry of Defence,10/05/2010,General services and support,Air Command,CANON (UK) LIMITED,631113,322.38
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Contracted out Office Services,Operations,BARCLAYCARD,G - 9000123135 - 00082571,322
Ministry of Defence,Ministry of Defence,26/05/2010,"Transporation of personnel, freight and travel expenses",Land Forces,VIRGIN ATLANTIC AIRWAYS LIMITED,641179,319
Ministry of Defence,Ministry of Defence,05/05/2010,"Transportation of personnel, freight and travel expenses",Air Command,CARTUS LTD,628635,315
Ministry of Defence,Ministry of Defence,27/05/2010,Fees for professional services,Defence Estates,CORPORATE DOCUMENT SERVICES  LIMITED,641357,314.98
Ministry of Defence,Ministry of Defence,10/05/2010,Food and clothing,Defence Equipment & Support,ITURRI SA,3000004175,314.06
Ministry of Defence,Ministry of Defence,10/05/2010,General services and support,Central TLB,CANON (UK) LIMITED,631113,311.64
Ministry of Defence,Ministry of Defence,25/05/2010,Purchase of inventory and services ,Navy Command,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,640000,310.66
Ministry of Defence,Ministry of Defence,06/05/2010,Fees for professional services,Defence Estates,CORPORATE DOCUMENT SERVICES  LIMITED,629376,307.29
Ministry of Defence,Ministry of Defence,07/05/2010,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,630236,302.68
Ministry of Defence,Ministry of Defence,07/05/2010,Purchase of inventory and services ,Defence Estates,CANON (UK) LIMITED,630236,302.47
Ministry of Defence,Ministry of Defence,28/05/2010,Official entertainment and hospitality.,Central TLB,FOREIGN & COMMONWEALTH OFFICE,2.00E+11,301.99
Ministry of Defence,Ministry of Defence,06/05/2010,Purchase of inventory and services ,Defence Estates,BOC LIMITED,629306,300.06
Ministry of Defence,Ministry of Defence,18/05/2010,Externally delivered education and training.,Central TLB,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,636108,300
Ministry of Defence,Ministry of Defence,07/05/2010,Medical treatment & stores and welfare services.,Defence Equipment & Support,CANON (UK) LIMITED,630236,299.13
Ministry of Defence,Ministry of Defence,19/05/2010,"Transporation of personnel, freight and travel expenses",Land Forces,CARTUS LTD,636245,295
Ministry of Defence,Ministry of Defence,25/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,VT LAND (WHITEFLEET MANAGEMENT) LTD,640389,292.95
Ministry of Defence,Ministry of Defence,07/05/2010,Building maintenance and accommodation stores,Defence Equipment & Support,SODEXO LTD,630874,292.2
Ministry of Defence,Ministry of Defence,19/05/2010,Payments on behalf of Defence Support Group,Central TLB,RAIL SETTLEMENT PLAN LIMITED,636691,288
Ministry of Defence,Ministry of Defence,12/05/2010,"Transporation of personnel, freight and travel expenses",Land Forces,SODEXO LTD,633072,282
Ministry of Defence,Ministry of Defence,18/05/2010,IT and communication services,Air Command,XMA LTD,636140,278.93
Ministry of Defence,Ministry of Defence,14/05/2010,"Transporation of personnel, freight and travel expenses",Land Forces,MOBILE MINI UK LTD,634329,276.97
Ministry of Defence,Ministry of Defence,28/05/2010,Purchase of inventory and services ,Defence Estates,XMA LTD,642634,274.01
Ministry of Defence,Ministry of Defence,26/05/2010,"Transporation of personnel, freight and travel expenses",Navy Command,VIRGIN ATLANTIC AIRWAYS LIMITED,641179,274
Ministry of Defence,Ministry of Defence,12/05/2010,Food and clothing,Central TLB,TURNER VIRR & CO. LTD,633148,270.25
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Consumable Materials,Operations,BARCLAYCARD,G - 9000123135 - 00082570,268.57
Ministry of Defence,Ministry of Defence,10/05/2010,Payments on behalf of Defence Support Group,Central TLB,CANON (UK) LIMITED,631113,268.04
Ministry of Defence,Ministry of Defence,13/05/2010,Purchase of inventory and services ,Central TLB,LYRECO UK LTD,633548,267.45
Ministry of Defence,Ministry of Defence,06/05/2010,Estate management,Defence Estates,SODEXO LTD,629907,263.6
Ministry of Defence,Ministry of Defence,19/05/2010,Payment of utilities,Land Forces,BRITISH GAS TRADING LIMITED,636225,262.95
Ministry of Defence,Ministry of Defence,25/05/2010,Transport hire charges,Command Joint Operations,VT LAND (WHITEFLEET MANAGEMENT) LTD,640389,262.5
Ministry of Defence,Ministry of Defence,27/05/2010,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,641216,260.1
Ministry of Defence,Ministry of Defence,10/05/2010,Purchase of inventory and services ,Navy Command,THYSSENKRUPP AEROSPACE UK LTD,631720,257.61
Ministry of Defence,Ministry of Defence,07/05/2010,Miscellaneous Administration Costs,Land Forces,CANON (UK) LIMITED,630236,254.22
Ministry of Defence,Ministry of Defence,25/05/2010,"Transporation of personnel, freight and travel expenses",Air Command,CARTUS LTD,639820,253.61
Ministry of Defence,Ministry of Defence,05/05/2010,Payment of utilities,Defence Estates,SSE ENERGY SUPPLY LIMITED,629100,252.22
Ministry of Defence,Ministry of Defence,25/05/2010,Transport hire charges,Defence Equipment & Support,VT LAND (WHITEFLEET MANAGEMENT) LTD,640389,252
Ministry of Defence,Ministry of Defence,25/05/2010,"Transporation of personnel, freight and travel expenses",Air Command,CITYSPRINT (UK) LIMITED,639840,243.36
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Consumable Materials,Infrastructure,BARCLAYCARD,G - 9000123135 - 00082571,242.8
Ministry of Defence,Ministry of Defence,13/05/2010,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,633935,240.95
Ministry of Defence,Ministry of Defence,24/05/2010,General services and support,Land Forces,CANON (UK) LIMITED,638481,240.6
Ministry of Defence,Ministry of Defence,24/05/2010,General services and support,Defence Estates,CANON (UK) LIMITED,638481,240.26
Ministry of Defence,Ministry of Defence,10/05/2010,Food and clothing,Land Forces,ARAMARK LTD,631060,239.58
Ministry of Defence,Ministry of Defence,28/05/2010,Building maintenance and accommodation stores,Defence Equipment & Support,WF ELECTRICAL PLC,642627,238.85
Ministry of Defence,Ministry of Defence,10/05/2010,Design services and minor equipment purchases,Defence Estates,CANON (UK) LIMITED,631113,238.52
Ministry of Defence,Ministry of Defence,17/05/2010,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,634735,238.06
Ministry of Defence,Ministry of Defence,28/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,641883,237.13
Ministry of Defence,Ministry of Defence,24/05/2010,General services and support,Central TLB,CANON (UK) LIMITED,638481,233.16
Ministry of Defence,Ministry of Defence,17/05/2010,Building maintenance and accommodation stores,Land Forces,ARAMARK LTD,634761,232.6
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Sub Contracted Work,Operations,BARCLAYCARD,G - 9000123135 - 00082571,232.4
Ministry of Defence,Ministry of Defence,24/05/2010,Payment of utilities,Defence Estates,DEFENCE SUPPORT GROUP  (DSG),638530,231.39
Ministry of Defence,Ministry of Defence,14/05/2010,Estate management,Air Command,AVENANCE PLC,633983,230.79
Ministry of Defence,Ministry of Defence,06/05/2010,Purchase of inventory and services ,Central TLB,BOC LIMITED,629306,230.02
Ministry of Defence,Ministry of Defence,10/05/2010,"Transportation of personnel, freight and travel expenses",Command Joint Operations,DHL GLOBAL FORWARDING (UK)  LIMITED,631174,229.35
Ministry of Defence,Ministry of Defence,20/05/2010,Estate management,Central TLB,INTERSERVE (DEFENCE) LTD,637148,227.36
Ministry of Defence,Ministry of Defence,21/05/2010,Estate management,Navy Command,SODEXO LTD,638221,219.65
Ministry of Defence,Ministry of Defence,21/05/2010,Estate management,Defence Estates,COMPASS CONTRACT SERVICES (U K)LIMITED,637704,210.17
Ministry of Defence,Ministry of Defence,04/05/2010,Property leases,Land Forces,RMPA SERVICES PLC,628383,209.36
Ministry of Defence,Ministry of Defence,24/05/2010,Estate management,Defence Estates,AVENANCE PLC,638435,208.35
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Air Command,NEW PIG LTD,629706,206.78
Ministry of Defence,Ministry of Defence,28/05/2010,Food and clothing,Defence Equipment & Support,ITURRI SA,3000004261,204.97
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,629398,204.81
Ministry of Defence,Ministry of Defence,04/05/2010,IT and communication services,Defence Equipment & Support,XMA LTD,628501,202.57
Ministry of Defence,Ministry of Defence,25/05/2010,Payment of utilities,Defence Equipment & Support,TOTAL GAS & POWER LIMITED,640362,199.96
Ministry of Defence,Defence Support Group,12/05/2010,Food services,Business Stream 1,THE ACCOUNTING OFFIC,424049,199.28
Ministry of Defence,Ministry of Defence,28/05/2010,Building maintenance and accommodation stores,Air Command,WF ELECTRICAL PLC,642627,199.05
Ministry of Defence,Ministry of Defence,14/05/2010,Payment of utilities,Air Command,CALOR GAS LIMITED,634048,196.33
Ministry of Defence,Defence Support Group,19/05/2010,Oth facilities costs,Corporate,LAND ROVER,393528,195.6
Ministry of Defence,Ministry of Defence,17/05/2010,Purchase of inventory and services ,Defence Equipment & Support,BUNZL UK LIMITED,634832,193.05
Ministry of Defence,Ministry of Defence,20/05/2010,Food and clothing,Defence Equipment & Support,COMPASS GROUP UK AND IRELAND LIMITED,637026,188.52
Ministry of Defence,Ministry of Defence,18/05/2010,Estate management,Defence Estates,COMPASS SERVICES (U.K.) LIMITED,635604,188.27
Ministry of Defence,Ministry of Defence,27/05/2010,Purchase of inventory and services ,Air Command,FORBO FLOORING UK LIMITED,641440,185.18
Ministry of Defence,Ministry of Defence,25/05/2010,"Transporation of personnel, freight and travel expenses",Command Joint Operations,LIONMED SHIPPING CO. LTD,5000035513,177.92
Ministry of Defence,Ministry of Defence,20/05/2010,Design services and minor equipment purchases,Air Command,XMA LTD,637532,176.18
Ministry of Defence,Ministry of Defence,14/05/2010,Purchase of inventory and services ,Defence Equipment & Support,XMA LTD,634723,172.09
Ministry of Defence,Ministry of Defence,25/05/2010,Purchase of inventory and services ,Defence Equipment & Support,LYRECO UK LTD,640017,170.35
Ministry of Defence,Ministry of Defence,19/05/2010,"Transporation of personnel, freight and travel expenses",Command Joint Operations,CARTUS LTD,636245,170
Ministry of Defence,Ministry of Defence,07/05/2010,Estate management,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,630279,164.15
Ministry of Defence,Ministry of Defence,25/05/2010,Miscellaneous Administration Costs,Land Forces,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,640000,161.58
Ministry of Defence,Ministry of Defence,12/05/2010,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,632430,160.97
Ministry of Defence,Ministry of Defence,20/05/2010,"Transporation of personnel, freight and travel expenses",Command Joint Operations,DHL GLOBAL FORWARDING (UK)  LIMITED,637051,154.65
Ministry of Defence,Ministry of Defence,19/05/2010,"Transporation of personnel, freight and travel expenses",Defence Estates,DHL GLOBAL FORWARDING (UK)  LIMITED,636292,154.33
Ministry of Defence,Ministry of Defence,20/05/2010,Estate management,Defence Estates,ASPIRE DEFENCE LIMITED,636922,153.41
Ministry of Defence,Ministry of Defence,27/05/2010,Payment of utilities,Central TLB,TOTAL GAS & POWER LIMITED,641829,153.01
Ministry of Defence,Ministry of Defence,06/05/2010,Food and clothing,Command Joint Operations,TURNER VIRR & CO. LTD,630003,152.75
Ministry of Defence,Ministry of Defence,21/05/2010,Payments on behalf of Defence Support Group,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,637713,152.17
Ministry of Defence,Ministry of Defence,18/05/2010,Purchase of inventory and services ,Air Command,ROYSTON LTD,635997,150.56
Ministry of Defence,Ministry of Defence,18/05/2010,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,636095,150.04
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,IT Software,Operations,BARCLAYCARD,G - 9000123135 - 00082571,150
Ministry of Defence,Ministry of Defence,28/05/2010,Payment of utilities,Defence Estates,TOTAL GAS & POWER LIMITED,642582,147.31
Ministry of Defence,Ministry of Defence,11/05/2010,Purchase of inventory and services ,Defence Estates,BOC LIMITED,631848,145.8
Ministry of Defence,Ministry of Defence,18/05/2010,Payment of utilities,Defence Estates,TOTAL GAS & POWER LIMITED,636095,145.47
Ministry of Defence,Ministry of Defence,17/05/2010,Official entertainment and hospitality.,Central TLB,SODEXO LTD,635365,144.9
Ministry of Defence,Ministry of Defence,12/05/2010,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,632430,142.05
Ministry of Defence,Ministry of Defence,06/05/2010,Design services and minor equipment purchases,Defence Equipment & Support,NEW PIG LTD,629706,137.85
Ministry of Defence,Ministry of Defence,04/05/2010,Purchase of inventory and services ,Air Command,ROYSTON LTD,628397,137.43
Ministry of Defence,Ministry of Defence,25/05/2010,Purchase of inventory and services ,Defence Estates,XMA LTD,640411,136.17
Ministry of Defence,Ministry of Defence,10/05/2010,Rental of plant and machinery,Central TLB,CANON (UK) LIMITED,631113,135.04
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Security Costs,Infrastructure,BARCLAYCARD,G - 9000123135 - 00082571,130
Ministry of Defence,Ministry of Defence,25/05/2010,"Transporation of personnel, freight and travel expenses",Navy Command,CARTUS LTD,639820,129.53
Ministry of Defence,Ministry of Defence,11/05/2010,Estate management,Command Joint Operations,SERCO LIMITED,632289,127.89
Ministry of Defence,Ministry of Defence,26/05/2010,Miscellaneous Administration Costs,Navy Command,ROYAL MAIL GROUP PLC,641041,125.75
Ministry of Defence,Ministry of Defence,19/05/2010,"Transporation of personnel, freight and travel expenses",Defence Estates,CARTUS LTD,636245,125
Ministry of Defence,Ministry of Defence,21/05/2010,Fees for professional services,Navy Command,CORPORATE DOCUMENT SERVICES  LIMITED,637713,123.83
Ministry of Defence,Ministry of Defence,17/05/2010,Food and clothing,Land Forces,ARAMARK LTD,634761,122.66
Ministry of Defence,Ministry of Defence,25/05/2010,Food and clothing,Defence Estates,SODEXO LTD,640286,119.35
Ministry of Defence,Defence Science and Technology Laboratory,21/05/2010,Publications/Subscriptions,Corporate,BARCLAYCARD,G - 9000123135 - 00082571,117.33
Ministry of Defence,Ministry of Defence,11/05/2010,"Transportation of personnel, freight and travel expenses",Command Joint Operations,CARTUS LTD,631890,117.26
Ministry of Defence,Ministry of Defence,13/05/2010,"Transporation of personnel, freight and travel expenses",Land Forces,CRANFIELD UNIVERSITY,633356,115.68
Ministry of Defence,Ministry of Defence,19/05/2010,Food and clothing,Defence Estates,SODEXO LTD,636753,111.86
Ministry of Defence,Ministry of Defence,18/05/2010,Food and clothing,Land Forces,ITURRI SA,3000004219,110.85
Ministry of Defence,Ministry of Defence,12/05/2010,Purchase of inventory and services ,Central TLB,PFIZER LIMITED,632986,108.43
Ministry of Defence,Ministry of Defence,28/05/2010,Fees for professional services,Command Joint Operations,CORPORATE DOCUMENT SERVICES  LIMITED,642027,107.56
Ministry of Defence,Ministry of Defence,20/05/2010,"Transporation of personnel, freight and travel expenses",Central TLB,DHL GLOBAL FORWARDING (UK)  LIMITED,637051,106.65
Ministry of Defence,Ministry of Defence,21/05/2010,Estate management,Navy Command,COMPASS CONTRACT SERVICES (U K)LIMITED,637704,104
