Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Expenditure Description,Supplier Type
Department for Education,TEACHERS PENSION SCHEME,23/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000772,366437.25,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,23/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000773,131828903.8,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,26/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000775,46616438.84,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,28/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000776,174051.32,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,28/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000777,15864080.89,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,28/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000778,196507.2,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,28/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000779,17800776.19,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,29/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000780,191457.56,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,29/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000781,34793218.06,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,30/09/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000782,48361.97,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,30/09/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000783,16032771.29,Funding to pay Teachers Pensions,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Property provision  - utilisation of cash,Chief Information Officer Group,CARLTON VALE INVESTMENT CO LTD,4000061281,52500,General building running cost for maintenance and electricity,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Property provision  - utilisation of cash,Chief Information Officer Group,COMMERCIAL REAL ESTATE MANAGEMENT LTD,4000061283,26925,General building running cost for maintenance and electricity,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Property provision  - utilisation of cash,Chief Information Officer Group,HIGHLAND PROPERTY MANAGMENT LTD,4000061299,18690,General building running cost for maintenance and electricity,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Property provision  - utilisation of cash,Chief Information Officer Group,HIGHLAND PROPERTY MANAGMENT LTD,4000061299,8700,General building running cost for maintenance and electricity,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Property provision  - utilisation of cash,Chief Information Officer Group,RW ESTATES,4000061314,38580,General building running cost for maintenance and electricity,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000061313,4.16,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000061313,19.39,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000061313,207,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000061313,46.11,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000061313,3635.23,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000061313,5070.22,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Families Group,PROLOG,4000061313,403.05,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Families Group,PROLOG,4000061313,138.32,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Families Group,PROLOG,4000061313,74.14,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Families Group,PROLOG,4000061313,14.31,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Families Group,PROLOG,4000061313,2384.96,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Families Group,PROLOG,4000061313,1240,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Families Group,PROLOG,4000061313,231.22,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Safeguarding Group,PROLOG,4000061313,4428.57,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Supporting Delivery Group,PROLOG,4000061313,2.08,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000061313,3.11,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000061313,114.57,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000061313,57.96,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000061313,116.76,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000061313,966.41,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,"Strategic Analysis, Research and Policy Impact Group",PROLOG,4000061313,6.54,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,"Strategic Analysis, Research and Policy Impact Group",PROLOG,4000061313,107.82,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Academies Policy and Schools Organisation Group,PROLOG,4000061313,24.53,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,School Resources Group,PROLOG,4000061313,105.97,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Education Strategy and Improvement Group,PROLOG,4000061313,106.9,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Academies Policy and Schools Organisation Group,PROLOG,4000061313,178.9,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Academies Policy and Schools Organisation Group,PROLOG,4000061313,9.63,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Academies Policy and Schools Organisation Group,PROLOG,4000061313,40.25,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Academies Policy and Schools Organisation Group,PROLOG,4000061313,32.22,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Academies Policy and Schools Organisation Group,PROLOG,4000061313,216.3,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Education Strategy and Improvement Group,PROLOG,4000061313,2.74,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Academies Delivery Group,PROLOG,4000061313,16.15,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,School Standards Group,PROLOG,4000061313,8.28,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,School Standards Group,PROLOG,4000061313,254.35,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,School Standards Group,PROLOG,4000061313,669.83,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,4000061313,3.11,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,4000061313,103.39,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,4000061313,876.31,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,4000061313,1864,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,15/09/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,4000061313,610.57,Publications and related services,Commercial
